日期,支撑线,阻力线
2008-05-16,-9.423,5.534
2008-05-23,-9.36,5.605
2008-05-30,-9.296,5.676
2008-06-06,-9.233,5.748
2008-06-13,-9.17,5.819
2008-06-20,-9.106,5.89
2008-06-27,-9.043,5.961
2008-07-04,-8.979,6.033
2008-07-11,-8.916,6.104
2008-07-18,-8.852,6.175
2008-07-25,-8.789,6.246
2008-08-01,-8.726,6.318
2008-08-08,-8.662,6.389
2008-08-15,-8.599,6.46
2008-08-22,-8.535,6.531
2008-08-29,-8.472,6.603
2008-09-05,-8.408,6.674
2008-09-12,-8.345,6.745
2008-09-19,-8.282,6.816
2008-09-26,-8.218,6.888
2008-10-10,-8.091,7.03
2008-10-17,-8.028,7.101
2008-10-24,-7.964,7.172
2008-10-31,-7.901,7.244
2008-11-07,-7.838,7.315
2008-11-14,-7.774,7.386
2008-11-21,-7.711,7.457
2008-11-28,-7.647,7.529
2008-12-05,-7.584,7.6
2008-12-12,-7.52,7.671
2008-12-19,-7.457,7.742
2008-12-26,-7.394,7.814
2008-12-31,-7.348,7.865
2009-01-09,-7.267,7.956
2009-01-16,-7.203,8.027
2009-01-23,-7.14,8.099
2009-02-06,-7.013,8.241
2009-02-13,-6.95,8.312
2009-02-20,-6.886,8.384
2009-02-27,-6.823,8.455
2009-03-06,-6.759,8.526
2009-03-13,-6.696,8.597
2009-03-20,-6.632,8.669
2009-03-27,-6.569,8.74
2009-04-03,-6.506,8.811
2009-04-10,-6.442,8.882
2009-04-17,-6.379,8.954
2009-04-24,-6.315,9.025
2009-04-30,-6.261,9.086
2009-05-08,-6.188,9.167
2009-05-15,-6.125,9.239
2009-05-22,-6.062,9.31
2009-05-27,-6.016,9.361
2009-06-05,-5.935,9.452
2009-06-12,-5.871,9.524
2009-06-19,-5.808,9.595
2009-06-26,-5.744,9.666
2009-07-03,-5.681,9.737
2009-07-10,-5.618,9.809
2009-07-17,-5.554,9.88
2009-07-24,-5.491,9.951
2009-07-31,-5.427,10.022
2009-08-07,-5.364,10.094
2009-08-14,-5.3,10.165
2009-08-21,-5.237,10.236
2009-08-28,-5.174,10.307
2009-09-04,-5.11,10.379
2009-09-11,-5.047,10.45
2009-09-18,-4.983,10.521
2009-09-25,-4.92,10.592
2009-09-30,-4.875,10.643
2009-10-09,-4.793,10.735
2009-10-16,-4.73,10.806
2009-10-23,-4.666,10.877
2009-10-30,-4.603,10.949
2009-11-06,-4.539,11.02
2009-11-13,-4.476,11.091
2009-11-20,-4.412,11.162
2009-11-27,-4.349,11.234
2009-12-04,-4.286,11.305
2009-12-11,-4.222,11.376
2009-12-18,-4.159,11.447
2009-12-25,-4.095,11.519
2009-12-31,-4.041,11.58
2010-01-08,-3.968,11.661
2010-01-15,-3.905,11.732
2010-01-22,-3.842,11.804
2010-01-29,-3.778,11.875
2010-02-05,-3.715,11.946
2010-02-12,-3.651,12.017
2010-02-26,-3.525,12.16
2010-03-05,-3.461,12.231
2010-03-12,-3.398,12.302
2010-03-19,-3.334,12.374
2010-03-26,-3.271,12.445
2010-04-02,-3.207,12.516
2010-04-09,-3.144,12.587
2010-04-16,-3.081,12.659
2010-04-23,-3.017,12.73
2010-04-30,-2.954,12.801
2010-05-07,-2.89,12.872
2010-05-14,-2.827,12.944
2010-05-21,-2.763,13.015
2010-05-28,-2.7,13.086
2010-06-04,-2.637,13.157
2010-06-11,-2.573,13.229
2010-06-18,-2.51,13.3
2010-06-25,-2.446,13.371
2010-07-02,-2.383,13.442
2010-07-09,-2.319,13.514
2010-07-16,-2.256,13.585
2010-07-23,-2.193,13.656
2010-07-30,-2.129,13.727
2010-08-06,-2.066,13.799
2010-08-13,-2.002,13.87
2010-08-20,-1.939,13.941
2010-08-27,-1.875,14.012
2010-09-03,-1.812,14.084
2010-09-10,-1.749,14.155
2010-09-17,-1.685,14.226
2010-09-21,-1.649,14.267
2010-09-30,-1.567,14.358
2010-10-08,-1.495,14.44
2010-10-15,-1.431,14.511
2010-10-22,-1.368,14.582
2010-10-29,-1.305,14.654
2010-11-05,-1.241,14.725
2010-11-12,-1.178,14.796
2010-11-19,-1.114,14.867
2010-11-26,-1.051,14.939
2010-12-03,-0.987,15.01
2010-12-10,-0.924,15.081
2010-12-17,-0.861,15.152
2010-12-24,-0.797,15.224
2010-12-31,-0.734,15.295
2011-01-07,-0.67,15.366
2011-01-14,-0.607,15.437
2011-01-21,-0.543,15.509
2011-01-28,-0.48,15.58
2011-02-01,-0.444,15.621
2011-02-11,-0.353,15.722
2011-02-17,-0.299,15.783
2011-02-25,-0.226,15.865
2011-03-04,-0.163,15.936
2011-03-11,-0.099,16.007
2011-03-18,-0.036,16.079
2011-03-25,0.027,16.15
2011-04-01,0.091,16.221
2011-04-08,0.154,16.292
2011-04-15,0.218,16.364
2011-04-22,0.281,16.435
2011-04-29,0.345,16.506
2011-05-06,0.408,16.577
2011-05-13,0.471,16.649
2011-05-20,0.535,16.72
2011-05-27,0.598,16.791
2011-06-03,0.662,16.862
2011-06-10,0.725,16.934
2011-06-17,0.789,17.005
2011-06-24,0.852,17.076
2011-07-01,0.915,17.147
2011-07-08,0.979,17.219
2011-07-15,1.042,17.29
2011-07-22,1.106,17.361
2011-07-29,1.169,17.432
2011-08-05,1.233,17.504
2011-08-12,1.296,17.575
2011-08-19,1.359,17.646
2011-08-26,1.423,17.717
2011-09-02,1.486,17.789
2011-09-09,1.55,17.86
2011-09-16,1.613,17.931
2011-09-23,1.677,18.002
2011-09-30,1.74,18.074
2011-10-14,1.867,18.216
2011-10-21,1.93,18.287
2011-10-28,1.994,18.359
2011-11-04,2.057,18.43
2011-11-11,2.121,18.501
2011-11-18,2.184,18.572
2011-11-25,2.247,18.644
2011-12-02,2.311,18.715
2011-12-09,2.374,18.786
2011-12-16,2.438,18.857
2011-12-23,2.501,18.929
2011-12-30,2.565,19.0
2012-01-06,2.628,19.071
2012-01-13,2.691,19.142
2012-01-20,2.755,19.214
2012-02-03,2.882,19.356
2012-02-10,2.945,19.427
2012-02-17,3.009,19.499
2012-02-24,3.072,19.57
2012-03-02,3.135,19.641
2012-03-09,3.199,19.712
2012-03-16,3.262,19.784
2012-03-23,3.326,19.855
2012-03-30,3.389,19.926
2012-04-06,3.453,19.997
2012-04-13,3.516,20.069
2012-04-20,3.579,20.14
2012-04-26,3.634,20.201
2012-05-04,3.706,20.282
2012-05-11,3.77,20.353
2012-05-18,3.833,20.425
2012-05-25,3.897,20.496
2012-06-01,3.96,20.567
2012-06-08,4.023,20.638
2012-06-15,4.087,20.71
2012-06-21,4.141,20.771
2012-06-29,4.214,20.852
2012-07-06,4.277,20.923
2012-07-13,4.341,20.995
2012-07-20,4.404,21.066
2012-07-27,4.467,21.137
2012-08-03,4.531,21.208
2012-08-09,4.585,21.27
2012-08-24,4.721,21.422
2012-08-31,4.785,21.493
2012-09-07,4.848,21.565
2012-09-14,4.911,21.636
2012-09-21,4.975,21.707
2012-09-28,5.038,21.778
2012-10-12,5.165,21.921
2012-10-19,5.229,21.992
2012-10-26,5.292,22.063
2012-11-02,5.355,22.135
2012-11-09,5.419,22.206
2012-11-16,5.482,22.277
2012-11-23,5.546,22.348
2012-11-30,5.609,22.42
2012-12-07,5.672,22.491
2012-12-14,5.736,22.562
2012-12-21,5.799,22.633
2012-12-28,5.863,22.705
2013-01-04,5.926,22.776
2013-01-11,5.99,22.847
2013-01-18,6.053,22.918
2013-01-25,6.116,22.99
2013-02-01,6.18,23.061
2013-02-08,6.243,23.132
2013-02-22,6.37,23.275
2013-03-01,6.434,23.346
2013-03-08,6.497,23.417
2013-03-15,6.56,23.488
2013-03-22,6.624,23.56
2013-03-29,6.687,23.631
2013-04-03,6.733,23.682
2013-04-12,6.814,23.773
2013-04-19,6.878,23.845
2013-04-26,6.941,23.916
2013-05-03,7.004,23.987
2013-05-10,7.068,24.058
2013-05-17,7.131,24.13
2013-05-24,7.195,24.201
2013-05-31,7.258,24.272
2013-06-07,7.322,24.343
2013-06-14,7.385,24.415
2013-06-21,7.448,24.486
2013-06-28,7.512,24.557
2013-07-05,7.575,24.628
2013-07-12,7.639,24.7
2013-07-19,7.702,24.771
2013-07-26,7.766,24.842
2013-08-02,7.829,24.913
2013-08-09,7.892,24.985
2013-08-16,7.956,25.056
2013-08-23,8.019,25.127
2013-08-30,8.083,25.198
2013-09-06,8.146,25.27
2013-09-13,8.21,25.341
2013-09-18,8.255,25.392
2013-09-27,8.336,25.483
2013-09-30,8.364,25.514
2013-10-11,8.463,25.626
2013-10-18,8.527,25.697
2013-10-25,8.59,25.768
2013-11-01,8.654,25.84
2013-11-08,8.717,25.911
2013-11-15,8.78,25.982
2013-11-22,8.844,26.053
2013-11-29,8.907,26.125
2013-12-06,8.971,26.196
2013-12-13,9.034,26.267
2013-12-20,9.098,26.338
2013-12-27,9.161,26.41
2014-01-03,9.224,26.481
2014-01-10,9.288,26.552
2014-01-17,9.351,26.623
2014-01-24,9.415,26.695
2014-01-30,9.469,26.756
2014-02-07,9.542,26.837
2014-02-14,9.605,26.908
2014-02-21,9.668,26.98
2014-02-28,9.732,27.051
2014-03-07,9.795,27.122
2014-03-14,9.859,27.193
2014-03-21,9.922,27.265
2014-03-28,9.986,27.336
2014-04-04,10.049,27.407
2014-04-11,10.112,27.478
2014-04-18,10.176,27.55
2014-04-25,10.239,27.621
2014-04-30,10.285,27.672
2014-05-09,10.366,27.763
2014-05-16,10.43,27.835
2014-05-23,10.493,27.906
2014-05-30,10.556,27.977
2014-06-06,10.62,28.048
2014-06-13,10.683,28.12
2014-06-20,10.747,28.191
2014-06-27,10.81,28.262
2014-07-04,10.874,28.333
2014-07-11,10.937,28.405
2014-07-18,11.0,28.476
2014-07-25,11.064,28.547
2014-08-01,11.127,28.618
2014-08-08,11.191,28.69
2014-08-15,11.254,28.761
2014-08-22,11.318,28.832
2014-08-29,11.381,28.903
2014-09-05,11.444,28.975
2014-09-12,11.508,29.046
2014-09-19,11.571,29.117
2014-09-26,11.635,29.188
2014-09-30,11.671,29.229
2014-10-10,11.762,29.331
2014-10-17,11.825,29.402
2014-10-24,11.888,29.473
2014-10-31,11.952,29.545
2014-11-06,12.006,29.606
2014-11-14,12.079,29.687
2014-11-21,12.142,29.758
2014-11-28,12.206,29.83
2014-12-05,12.269,29.901
2014-12-12,12.332,29.972
2014-12-19,12.396,30.043
2014-12-26,12.459,30.115
2014-12-31,12.505,30.165
2015-01-09,12.586,30.257
2015-01-16,12.65,30.328
2015-01-23,12.713,30.4
2015-01-30,12.776,30.471
2015-02-06,12.84,30.542
2015-02-13,12.903,30.613
2015-02-17,12.939,30.654
2015-02-27,13.03,30.756
2015-03-06,13.094,30.827
2015-03-13,13.157,30.898
2015-03-20,13.22,30.97
2015-03-27,13.284,31.041
2015-04-03,13.347,31.112
2015-04-10,13.411,31.183
2015-04-13,13.438,31.214
2015-04-30,13.592,31.387
2015-05-08,13.664,31.468
2015-05-15,13.728,31.54
2015-05-22,13.791,31.611
2015-05-29,13.855,31.682
2015-06-05,13.918,31.753
2015-06-12,13.982,31.825
2015-06-19,14.045,31.896
2015-06-26,14.108,31.967
2015-07-03,14.172,32.038
2015-07-07,14.208,32.079
2015-07-17,14.299,32.181
2015-07-24,14.362,32.252
2015-07-31,14.426,32.323
2015-08-07,14.489,32.395
2015-08-14,14.552,32.466
2015-08-21,14.616,32.537
2015-08-28,14.679,32.608
2015-09-02,14.725,32.659
2015-09-11,14.806,32.751
2015-09-18,14.869,32.822
2015-09-25,14.933,32.893
2015-09-30,14.978,32.944
2015-10-09,15.06,33.036
2015-10-16,15.123,33.107
2015-10-23,15.187,33.178
2015-10-30,15.25,33.25
2015-11-06,15.313,33.321
2015-11-13,15.377,33.392
2015-11-20,15.44,33.463
2015-11-27,15.504,33.534
2015-12-04,15.567,33.606
2015-12-11,15.631,33.677
2015-12-18,15.694,33.748
2015-12-25,15.757,33.819
2015-12-31,15.812,33.881
2016-01-08,15.884,33.962
2016-01-15,15.948,34.033
2016-01-22,16.011,34.104
2016-01-29,16.075,34.176
2016-02-05,16.138,34.247
2016-02-19,16.265,34.389
2016-02-26,16.328,34.461
2016-03-04,16.392,34.532
2016-03-11,16.455,34.603
2016-03-15,16.491,34.644
2016-05-20,17.089,35.316
2016-05-27,17.153,35.387
2016-06-03,17.216,35.458
2016-06-08,17.262,35.509
2016-06-17,17.343,35.601
2016-06-24,17.407,35.672
2016-07-01,17.47,35.743
2016-07-08,17.533,35.814
2016-07-15,17.597,35.886
2016-07-20,17.642,35.937
2016-07-29,17.724,36.028
2016-08-05,17.787,36.099
2016-08-12,17.851,36.171
2016-08-19,17.914,36.242
2016-08-26,17.977,36.313
2016-09-02,18.041,36.384
2016-09-09,18.104,36.456
2016-09-14,18.15,36.507
2016-09-23,18.231,36.598
2016-09-30,18.295,36.669
2016-10-14,18.421,36.812
2016-10-21,18.485,36.883
2016-10-28,18.548,36.954
2016-11-04,18.612,37.026
2016-11-11,18.675,37.097
2016-11-18,18.739,37.168
2016-11-25,18.802,37.239
2016-12-02,18.865,37.311
2016-12-09,18.929,37.382
2016-12-16,18.992,37.453
2016-12-23,19.056,37.524
2016-12-30,19.119,37.596
2017-01-06,19.183,37.667
2017-01-13,19.246,37.738
2017-01-20,19.309,37.809
2017-01-26,19.364,37.87
2017-02-03,19.436,37.952
2017-02-10,19.5,38.023
2017-02-17,19.563,38.094
2017-02-24,19.627,38.166
2017-03-03,19.69,38.237
2017-03-10,19.753,38.308
2017-03-17,19.817,38.379
2017-03-24,19.88,38.451
2017-03-31,19.944,38.522
2017-04-07,20.007,38.593
2017-04-14,20.071,38.664
2017-04-21,20.134,38.736
2017-04-28,20.197,38.807
2017-05-05,20.261,38.878
2017-05-12,20.324,38.949
2017-05-19,20.388,39.021
2017-05-26,20.451,39.092
2017-06-02,20.515,39.163
2017-06-09,20.578,39.234
2017-06-16,20.641,39.306
2017-06-23,20.705,39.377
2017-06-30,20.768,39.448
2017-07-07,20.832,39.519
2017-07-14,20.895,39.591
2017-07-21,20.959,39.662
2017-07-28,21.022,39.733
2017-08-04,21.085,39.804
2017-08-11,21.149,39.876
2017-08-18,21.212,39.947
2017-08-25,21.276,40.018
2017-09-01,21.339,40.089
2017-09-08,21.403,40.161
2017-09-15,21.466,40.232
2017-09-22,21.529,40.303
2017-09-29,21.593,40.374
2017-10-13,21.72,40.517
2017-10-20,21.783,40.588
2017-10-27,21.847,40.659
2017-11-03,21.91,40.731
2017-11-10,21.973,40.802
2017-11-17,22.037,40.873
2017-11-24,22.1,40.944
2017-12-01,22.164,41.016
2017-12-08,22.227,41.087
2017-12-15,22.291,41.158
2017-12-22,22.354,41.229
2017-12-29,22.417,41.301
2018-01-05,22.481,41.372
