日期,5均线,10均线,20均线,50均线,150均线
2018-08-03,28.53,28.53,28.53,28.53,28.53
2018-08-10,28.843,28.701,28.62,28.567,28.542
2018-08-17,28.629,28.61,28.58,28.552,28.538
2018-08-24,28.606,28.601,28.578,28.553,28.538
2018-08-31,29.287,28.973,28.775,28.635,28.566
2018-09-07,29.615,29.209,28.917,28.699,28.589
2018-09-14,29.36,29.144,28.911,28.705,28.592
2018-09-21,29.407,29.209,28.967,28.736,28.604
2018-09-28,28.928,28.983,28.872,28.706,28.596
2018-10-12,26.788,27.806,28.266,28.463,28.515
2018-10-19,24.786,26.529,27.553,28.162,28.413
2018-10-26,23.724,25.633,26.986,27.905,28.323
2018-11-02,23.866,25.363,26.716,27.757,28.267
2018-11-09,23.624,24.959,26.376,27.576,28.199
2018-11-16,24.053,24.95,26.236,27.472,28.156
2018-11-23,24.102,24.814,26.042,27.343,28.103
2018-11-30,24.074,24.669,25.85,27.213,28.049
2018-12-07,24.01,24.526,25.662,27.082,27.994
2018-12-14,24.053,24.456,25.517,26.967,27.943
2018-12-21,23.585,24.127,25.244,26.798,27.873
2018-12-28,23.737,24.111,25.129,26.69,27.822
2019-01-04,24.668,24.551,25.263,26.683,27.805
2019-01-11,25.902,25.246,25.559,26.749,27.813
2019-01-18,26.445,25.661,25.746,26.78,27.809
2019-01-25,26.83,26.013,25.923,26.812,27.806
2019-02-01,27.187,26.356,26.111,26.855,27.807
2019-02-15,27.978,26.939,26.44,26.961,27.83
2019-02-22,28.682,27.512,26.787,27.084,27.86
2019-03-01,30.865,28.915,27.591,27.403,27.958
2019-03-08,32.993,30.431,28.511,27.789,28.081
2019-03-15,33.795,31.334,29.167,28.088,28.178
2019-03-22,34.467,32.148,29.8,28.391,28.279
2019-03-29,34.875,32.792,30.361,28.677,28.377
2019-04-04,35.483,33.502,30.965,28.991,28.488
2019-04-12,35.132,33.671,31.295,29.205,28.566
2019-04-19,34.888,33.804,31.59,29.408,28.643
2019-04-26,34.055,33.547,31.667,29.525,28.693
2019-04-30,33.274,33.213,31.671,29.611,28.733
2019-05-10,32.156,32.614,31.504,29.623,28.749
2019-05-17,31.18,31.999,31.287,29.608,28.755
2019-05-24,30.197,31.314,30.996,29.554,28.748
2019-05-31,29.625,30.798,30.757,29.512,28.745
2019-06-06,28.913,30.197,30.445,29.432,28.728
2019-06-14,28.619,29.803,30.215,29.377,28.719
2019-06-21,29.702,30.179,30.373,29.475,28.761
2019-06-28,30.682,30.626,30.589,29.599,28.812
2019-07-05,31.678,31.18,30.882,29.759,28.876
2019-07-12,31.915,31.4,31.026,29.862,28.923
2019-07-19,31.827,31.445,31.085,29.932,28.959
2019-07-26,32.291,31.768,31.289,30.061,29.015
2019-08-02,31.987,31.697,31.297,30.113,29.047
2019-08-09,30.995,31.209,31.08,30.07,29.046
2019-08-16,31.167,31.264,31.121,30.126,29.079
2019-08-23,31.284,31.31,31.159,30.181,29.111
2019-08-30,31.623,31.49,31.267,30.264,29.153
2019-09-06,32.469,31.976,31.543,30.417,29.22
2019-09-12,32.972,32.34,31.775,30.556,29.283
2019-09-20,33.065,32.505,31.915,30.662,29.335
2019-09-27,32.723,32.421,31.927,30.716,29.371
2019-09-30,32.236,32.21,31.864,30.737,29.396
2019-10-11,32.584,32.404,31.999,30.837,29.448
2019-10-18,33.112,32.725,32.205,30.968,29.51
2019-10-25,33.012,32.741,32.263,31.04,29.554
2019-11-01,33.014,32.792,32.335,31.118,29.6
2019-11-08,33.343,33.011,32.494,31.231,29.658
2019-11-15,32.992,32.88,32.474,31.272,29.693
