日期,5均线,10均线,20均线,50均线,150均线
2018-07-03,,,,,
2018-07-04,,,,,
2018-07-05,,,,,
2018-07-06,,,,,
2018-07-09,31.226,,,,
2018-07-10,31.06,,,,
2018-07-11,30.926,,,,
2018-07-12,31.278,,,,
2018-07-13,31.598,,,,
2018-07-16,31.732,31.479,,,
2018-07-17,31.756,31.408,,,
2018-07-18,31.842,31.384,,,
2018-07-19,31.524,31.401,,,
2018-07-20,31.318,31.458,,,
2018-07-23,31.274,31.503,,,
2018-07-24,31.426,31.591,,,
2018-07-25,31.622,31.732,,,
2018-07-26,31.878,31.701,,,
2018-07-27,31.956,31.637,,,
2018-07-30,31.922,31.598,31.538,,
2018-07-31,31.624,31.525,31.466,,
2018-08-01,31.312,31.467,31.426,,
2018-08-02,30.83,31.354,31.377,,
2018-08-03,30.256,31.106,31.282,,
2018-08-06,29.332,30.627,31.065,,
2018-08-07,28.7,30.162,30.876,,
2018-08-08,27.904,29.608,30.67,,
2018-08-09,27.616,29.223,30.462,,
2018-08-10,27.804,29.03,30.334,,
2018-08-13,28.43,28.881,30.24,,
2018-08-14,28.804,28.752,30.139,,
2018-08-15,29.258,28.581,30.024,,
2018-08-16,29.442,28.529,29.942,,
2018-08-17,29.188,28.496,29.801,,
2018-08-20,28.94,28.685,29.656,,
2018-08-21,28.896,28.85,29.506,,
2018-08-22,28.778,29.018,29.313,,
2018-08-23,28.744,29.093,29.158,,
2018-08-24,28.816,29.002,29.016,,
2018-08-27,28.954,28.947,28.914,,
2018-08-28,28.962,28.929,28.841,,
2018-08-29,29.578,29.178,28.88,,
2018-08-30,30.142,29.443,28.986,,
2018-08-31,30.56,29.688,29.092,,
2018-09-03,30.832,29.893,29.289,,
2018-09-04,31.212,30.087,29.468,,
2018-09-05,31.078,30.328,29.673,,
2018-09-06,31.0,30.571,29.832,,
2018-09-07,30.924,30.742,29.872,,
2018-09-10,30.438,30.635,29.791,30.308,
2018-09-11,29.952,30.582,29.755,30.239,
2018-09-12,29.55,30.314,29.746,30.185,
2018-09-13,29.164,30.082,29.762,30.162,
2018-09-14,28.88,29.902,29.795,30.13,
2018-09-17,28.99,29.714,29.804,30.084,
2018-09-18,29.06,29.506,29.796,30.039,
2018-09-19,29.276,29.413,29.87,30.02,
2018-09-20,29.324,29.244,29.908,29.966,
2018-09-21,29.454,29.167,29.955,29.916,
2018-09-25,29.306,29.148,29.892,29.842,
2018-09-26,29.146,29.103,29.842,29.778,
2018-09-27,28.74,29.008,29.661,29.71,
2018-09-28,28.466,28.895,29.488,29.661,
2018-10-08,27.854,28.654,29.278,29.569,
2018-10-09,27.498,28.402,29.058,29.464,
2018-10-10,27.086,28.116,28.811,29.344,
2018-10-11,26.274,27.507,28.46,29.175,
2018-10-12,25.182,26.824,28.034,28.991,
2018-10-15,24.286,26.07,27.618,28.802,
2018-10-16,22.916,25.207,27.178,28.564,
2018-10-17,21.722,24.404,26.754,28.354,
2018-10-18,21.036,23.655,26.332,28.147,
2018-10-19,20.69,22.936,25.915,27.977,
2018-10-22,20.882,22.584,25.619,27.865,
