日期,5均线,10均线,20均线,50均线,150均线
2018-07-06,,,,,
2018-07-13,,,,,
2018-07-20,,,,,
2018-07-27,,,,,
2018-08-03,30.784,,,,
2018-08-10,30.59,,,,
2018-08-17,29.822,,,,
2018-08-24,29.332,,,,
2018-08-31,29.182,,,,
2018-09-07,29.53,30.157,,,
2018-09-14,29.406,29.998,,,
2018-09-21,29.666,29.744,,,
2018-09-28,29.548,29.44,,,
2018-10-12,27.92,28.551,,,
2018-10-19,26.022,27.776,,,
2018-10-26,24.572,26.989,,,
2018-11-02,23.502,26.584,,,
2018-11-09,22.536,26.042,,,
2018-11-16,23.016,25.468,,,
2018-11-23,23.7,24.861,27.509,,
2018-11-30,24.184,24.378,27.188,,
2018-12-07,24.13,23.816,26.78,,
2018-12-14,24.33,23.433,26.437,,
2018-12-21,23.878,23.447,25.999,,
2018-12-28,23.846,23.773,25.774,,
2019-01-04,24.348,24.266,25.627,,
2019-01-11,25.246,24.688,25.636,,
2019-01-18,25.924,25.127,25.584,,
2019-01-25,26.914,25.396,25.432,,
2019-02-01,27.686,25.766,25.313,,
2019-02-15,28.292,26.32,25.349,,
2019-02-22,28.636,26.941,25.378,,
2019-03-01,30.176,28.05,25.742,,
2019-03-08,32.106,29.51,26.478,,
2019-03-15,33.606,30.646,27.21,,
2019-03-22,34.856,31.574,27.92,,
2019-03-29,35.976,32.306,28.497,,
2019-04-04,36.27,33.223,29.175,,
2019-04-12,35.706,33.906,29.651,,
2019-04-19,35.506,34.556,30.161,,
2019-04-26,34.822,34.839,30.58,,
2019-04-30,34.026,35.001,30.971,,
2019-05-10,32.67,34.47,31.26,,
2019-05-17,31.63,33.668,31.589,,
2019-05-24,30.396,32.951,31.798,,
2019-05-31,29.614,32.218,31.896,,
2019-06-06,28.77,31.398,31.852,,
2019-06-14,28.392,30.531,31.877,,
2019-06-21,28.92,30.275,32.091,,
2019-06-28,29.802,30.099,32.328,29.088,
2019-07-05,30.84,30.227,32.533,29.152,
2019-07-12,31.82,30.295,32.648,29.159,
2019-07-19,32.544,30.468,32.469,29.172,
2019-07-26,32.814,30.867,32.268,29.209,
2019-08-02,32.562,31.182,32.067,29.266,
2019-08-09,31.63,31.235,31.726,29.256,
2019-08-16,31.454,31.637,31.518,29.323,
2019-08-23,31.428,31.986,31.259,29.382,
2019-08-30,31.244,32.029,31.152,29.415,
2019-09-06,31.8,32.181,31.14,29.493,
2019-09-12,32.794,32.212,31.22,29.595,
2019-09-20,33.142,32.298,31.296,29.67,
2019-09-27,33.246,32.337,31.403,29.752,
2019-09-30,33.038,32.141,31.504,29.927,
2019-10-11,32.862,32.331,31.757,30.177,
2019-10-18,32.9,32.847,32.041,30.428,
2019-10-25,32.812,32.977,32.307,30.601,
2019-11-01,33.008,33.127,32.556,30.799,
2019-11-08,33.556,33.297,32.663,30.981,
2019-11-15,33.358,33.11,32.646,31.142,
2019-11-22,33.24,33.07,32.641,31.334,
2019-11-29,33.17,32.991,32.644,31.505,
2019-12-06,32.95,32.979,32.658,31.661,
2019-12-13,32.59,33.073,32.607,31.852,
2019-12-20,32.718,33.038,32.684,32.03,
2019-12-27,32.762,33.001,32.924,32.175,
2020-01-03,33.102,33.136,33.056,32.291,
2020-01-10,33.87,33.41,33.268,32.455,
2020-01-17,34.522,33.556,33.426,32.613,
2020-01-23,34.874,33.796,33.453,32.748,
2020-02-07,35.786,34.274,33.672,32.924,
2020-02-14,36.526,34.814,33.902,33.08,
2020-02-21,37.542,35.706,34.342,33.192,
2020-02-28,38.068,36.295,34.684,33.209,
2020-03-06,39.4,37.137,35.088,33.328,
2020-03-13,39.29,37.538,35.27,33.368,
2020-03-20,38.864,37.695,35.415,33.369,
2020-03-27,37.794,37.668,35.539,33.344,
2020-04-03,37.036,37.552,35.554,33.342,
2020-04-10,35.818,37.609,35.702,33.359,
2020-04-17,35.082,37.186,35.73,33.394,
2020-04-24,34.584,36.724,35.769,33.424,
2020-04-30,34.042,35.918,35.812,33.482,
2020-05-08,33.936,35.486,35.89,33.572,
2020-05-15,33.468,34.643,35.89,33.666,
2020-05-22,33.022,34.052,35.795,33.735,
2020-05-29,32.664,33.624,35.659,33.814,
2020-06-05,32.684,33.363,35.515,33.911,
2020-06-12,32.81,33.373,35.462,33.961,
2020-06-19,33.188,33.328,35.468,34.005,
2020-06-24,34.044,33.533,35.36,34.055,
2020-07-03,35.3,33.982,35.353,34.162,
2020-07-10,36.87,34.777,35.348,34.343,
2020-07-17,37.358,35.084,35.285,34.416,
2020-07-24,37.506,35.347,34.995,34.499,
2020-07-31,37.514,35.779,34.915,34.643,
2020-08-07,37.486,36.393,35.009,34.765,
2020-08-14,36.95,36.91,35.136,34.896,
2020-08-21,37.272,37.315,35.344,35.019,
2020-08-28,37.586,37.546,35.437,35.078,
2020-09-04,37.658,37.586,35.56,35.13,
2020-09-11,37.0,37.243,35.612,35.151,
2020-09-18,36.426,36.688,35.732,35.214,
2020-09-25,35.56,36.416,35.75,35.271,
2020-09-30,34.91,36.248,35.798,35.283,
2020-10-09,34.622,36.14,35.96,35.302,
2020-10-16,34.806,35.903,36.148,35.35,
2020-10-23,34.64,35.533,36.222,35.377,
2020-10-30,35.344,35.452,36.384,35.45,
2020-11-06,36.708,35.809,36.678,35.618,
2020-11-13,38.12,36.371,36.978,35.79,
2020-11-20,39.18,36.993,37.118,35.951,
2020-11-27,39.89,37.265,36.976,36.071,
2020-12-04,40.024,37.684,37.05,36.193,
2020-12-11,39.482,38.095,37.171,36.294,
2020-12-18,38.728,38.424,37.282,36.387,
2020-12-25,38.168,38.674,37.288,36.458,
2020-12-31,38.682,39.286,37.409,36.552,
2021-01-08,39.55,39.787,37.62,36.696,
2021-01-15,40.702,40.092,37.95,36.877,
2021-01-22,43.302,41.015,38.693,37.138,
2021-01-29,45.028,41.598,39.296,37.308,
2021-02-05,45.59,42.136,39.7,37.357,
2021-02-10,47.69,43.62,40.652,37.658,
2021-02-19,49.182,44.942,41.518,37.855,
2021-02-26,48.458,45.88,42.152,38.055,
2021-03-05,48.636,46.832,42.753,38.285,
2021-03-12,49.684,47.637,43.462,38.546,
2021-03-19,47.906,47.798,43.793,38.745,
2021-03-26,47.106,48.144,44.118,38.984,
2021-04-02,47.182,47.82,44.418,39.265,
2021-04-09,46.948,47.792,44.695,39.522,
2021-04-16,46.424,48.054,45.095,39.784,
2021-04-23,47.588,47.747,45.684,40.11,
2021-04-30,48.262,47.684,46.313,40.463,
2021-05-07,48.288,47.735,46.808,40.792,
2021-05-14,49.786,48.367,47.6,41.234,
2021-05-21,51.364,48.894,48.266,41.652,
2021-05-28,53.656,50.622,49.21,42.195,
2021-06-04,55.252,51.757,49.95,42.67,35.254
2021-06-11,57.088,52.688,50.254,43.096,35.434
2021-06-18,59.532,54.659,51.226,43.657,35.659
2021-06-25,61.392,56.378,52.216,44.104,35.873
2021-07-02,61.638,57.647,52.697,44.623,36.082
2021-07-09,62.168,58.71,53.197,45.136,36.3
2021-07-16,62.788,59.938,53.836,45.623,36.508
2021-07-23,62.112,60.822,54.594,46.12,36.736
2021-07-30,61.174,61.283,55.088,46.527,36.935
2021-08-06,59.98,60.809,55.716,46.894,37.109
2021-08-13,58.526,60.347,56.052,47.23,37.267
2021-08-20,56.706,59.747,56.218,47.528,37.418
2021-08-27,54.712,58.412,56.536,47.891,37.571
2021-09-03,52.898,57.036,56.707,48.174,37.713
2021-09-10,51.92,55.95,56.799,48.53,37.909
2021-09-17,51.284,54.905,56.808,48.867,38.109
2021-09-24,51.564,54.135,57.037,49.222,38.317
2021-09-30,51.618,53.165,56.994,49.572,38.508
2021-10-08,52.676,52.787,57.035,49.977,38.718
2021-10-15,53.248,52.584,56.696,50.32,38.917
2021-10-22,53.806,52.545,56.446,50.577,39.112
2021-10-29,54.47,53.017,56.382,50.857,39.327
2021-11-05,55.48,53.549,55.981,51.202,39.553
2021-11-12,56.11,54.393,55.714,51.599,39.777
2021-11-19,56.49,54.869,55.409,51.967,40.004
2021-11-26,56.656,55.231,55.068,52.294,40.206
2021-12-03,56.086,55.278,54.706,52.593,40.385
2021-12-10,55.256,55.368,54.266,52.911,40.553
2021-12-17,54.094,55.102,53.944,53.141,40.716
2021-12-24,52.942,54.716,53.65,53.306,40.871
2021-12-31,52.53,54.593,53.569,53.477,41.034
2022-01-07,51.754,53.92,53.468,53.438,41.167
2022-01-14,50.356,52.806,53.177,53.444,41.277
2022-01-21,49.486,51.79,53.092,53.53,41.36
2022-01-28,47.944,50.443,52.656,53.331,41.399
2022-02-11,46.882,49.706,52.469,53.247,41.477
2022-02-18,47.132,49.443,52.36,53.306,41.576
2022-02-25,47.628,48.992,52.18,53.343,41.666
2022-03-04,47.948,48.717,51.91,53.357,41.749
2022-03-11,48.576,48.26,51.488,53.398,41.828
2022-03-18,48.612,47.747,51.17,53.398,41.914
2022-03-25,47.72,47.426,50.673,53.36,42.006
2022-04-01,47.138,47.383,50.094,53.362,42.103
2022-04-08,46.23,47.089,49.439,53.337,42.201
2022-04-15,45.238,46.907,48.675,53.163,42.282
2022-04-22,43.474,46.043,47.874,52.919,42.349
2022-04-29,41.578,44.649,47.046,52.689,42.405
2022-05-06,39.61,43.374,46.183,52.344,42.464
2022-05-13,37.794,42.012,45.365,51.98,42.514
2022-05-20,36.698,40.968,44.614,51.467,42.541
2022-05-27,35.978,39.726,43.736,50.992,42.555
2022-06-02,35.962,38.77,43.098,50.576,42.576
2022-06-10,36.232,37.921,42.652,50.014,42.611
2022-06-17,36.82,37.307,42.198,49.523,42.657
2022-06-24,37.97,37.334,42.121,49.101,42.713
2022-07-01,39.23,37.604,41.824,48.698,42.778
2022-07-08,40.386,38.174,41.412,48.336,42.868
2022-07-15,40.764,38.498,40.936,47.879,42.921
2022-07-22,41.282,39.051,40.532,47.534,42.985
2022-07-29,41.34,39.655,40.312,47.237,43.05
2022-08-05,41.548,40.389,40.058,47.0,43.103
2022-08-12,41.27,40.828,39.799,46.792,43.15
2022-08-19,41.122,40.943,39.432,46.52,43.187
2022-08-26,40.32,40.801,39.054,46.276,43.221
2022-09-02,39.39,40.365,38.85,45.984,43.261
2022-09-09,38.38,39.964,38.784,45.71,43.286
2022-09-16,37.228,39.249,38.712,45.359,43.294
2022-09-23,36.186,38.654,38.576,44.977,43.3
2022-09-30,35.308,37.814,38.432,44.539,43.298
2022-10-14,34.43,36.91,38.282,44.102,43.29
2022-10-21,33.76,36.07,38.229,43.705,43.3
2022-10-28,33.46,35.344,38.086,43.258,43.302
