日期,支撑线,阻力线
2003-11-19,-3.6529,5.9328
2003-11-20,-3.6501,5.9358
2003-11-21,-3.6474,5.9387
2003-11-24,-3.6392,5.9476
2003-11-25,-3.6364,5.9506
2003-11-27,-3.631,5.9565
2003-11-28,-3.6282,5.9594
2003-12-01,-3.62,5.9682
2003-12-02,-3.6173,5.9712
2003-12-03,-3.6146,5.9741
2003-12-04,-3.6119,5.9771
2003-12-05,-3.6091,5.98
2003-12-08,-3.601,5.9888
2003-12-09,-3.5982,5.9918
2003-12-10,-3.5955,5.9947
2003-12-11,-3.5928,5.9976
2003-12-12,-3.5901,6.0006
2003-12-15,-3.5819,6.0094
2003-12-16,-3.5792,6.0123
2003-12-17,-3.5765,6.0152
2003-12-18,-3.5738,6.0182
2003-12-19,-3.5711,6.0211
2003-12-22,-3.563,6.0299
2003-12-23,-3.5602,6.0328
2003-12-24,-3.5575,6.0357
2003-12-25,-3.5548,6.0386
2003-12-26,-3.5521,6.0415
2003-12-29,-3.544,6.0503
2003-12-30,-3.5413,6.0532
2003-12-31,-3.5386,6.0561
2004-01-02,-3.5332,6.062
2004-01-05,-3.5251,6.0707
2004-01-06,-3.5224,6.0736
2004-01-07,-3.5198,6.0765
2004-01-08,-3.5171,6.0794
2004-01-09,-3.5144,6.0823
2004-01-12,-3.5063,6.091
2004-01-13,-3.5036,6.0939
2004-01-14,-3.5009,6.0968
2004-01-15,-3.4982,6.0997
2004-01-16,-3.4956,6.1026
2004-01-29,-3.4607,6.1403
2004-01-30,-3.4581,6.1431
2004-02-02,-3.4501,6.1518
2004-02-03,-3.4474,6.1547
2004-02-04,-3.4447,6.1576
2004-02-05,-3.4421,6.1605
2004-02-06,-3.4394,6.1633
2004-02-09,-3.4314,6.172
2004-02-10,-3.4287,6.1749
2004-02-11,-3.4261,6.1777
2004-02-12,-3.4234,6.1806
2004-02-13,-3.4208,6.1835
2004-02-16,-3.4128,6.1921
2004-02-17,-3.4101,6.195
2004-02-18,-3.4075,6.1979
2004-02-19,-3.4048,6.2007
2004-02-20,-3.4022,6.2036
2004-02-23,-3.3942,6.2122
2004-02-24,-3.3916,6.2151
2004-02-25,-3.3889,6.2179
2004-02-26,-3.3863,6.2208
2004-02-27,-3.3836,6.2237
2004-03-01,-3.3757,6.2322
2004-03-02,-3.373,6.2351
2004-03-04,-3.3677,6.2408
2004-03-05,-3.3651,6.2437
2004-03-08,-3.3572,6.2523
2004-03-09,-3.3545,6.2551
2004-03-10,-3.3519,6.258
2004-03-11,-3.3492,6.2608
2004-03-12,-3.3466,6.2637
2004-03-15,-3.3387,6.2722
2004-03-16,-3.3361,6.2751
2004-03-17,-3.3334,6.2779
2004-03-18,-3.3308,6.2808
2004-03-19,-3.3282,6.2836
2004-03-22,-3.3203,6.2922
2004-03-23,-3.3176,6.295
2004-03-24,-3.315,6.2979
2004-03-25,-3.3124,6.3007
2004-03-26,-3.3097,6.3036
2004-03-29,-3.3019,6.3121
2004-03-30,-3.2992,6.3149
2004-03-31,-3.2966,6.3178
2004-04-01,-3.294,6.3206
2004-04-02,-3.2914,6.3234
2004-04-05,-3.2835,6.332
2004-04-06,-3.2809,6.3348
2004-04-07,-3.2783,6.3376
2004-04-08,-3.2757,6.3405
2004-04-09,-3.273,6.3433
2004-04-12,-3.2652,6.3518
2004-04-13,-3.2626,6.3546
2004-04-14,-3.26,6.3575
2004-04-15,-3.2573,6.3603
2004-04-16,-3.2547,6.3631
2004-04-19,-3.2469,6.3716
2004-04-20,-3.2443,6.3744
2004-04-21,-3.2417,6.3772
2004-04-22,-3.2391,6.3801
2004-04-23,-3.2365,6.3829
2004-04-26,-3.2286,6.3914
2004-04-27,-3.226,6.3942
2004-04-28,-3.2234,6.397
2004-04-29,-3.2208,6.3998
2004-04-30,-3.2182,6.4026
2004-05-10,-3.1922,6.4308
2004-05-11,-3.1896,6.4336
2004-05-12,-3.187,6.4364
2004-05-13,-3.1844,6.4393
2004-05-14,-3.1818,6.4421
2004-05-17,-3.174,6.4505
2004-05-18,-3.1714,6.4533
2004-05-19,-3.1688,6.4561
2004-05-20,-3.1662,6.4589
2004-05-21,-3.1636,6.4617
2004-05-24,-3.1559,6.4702
2004-05-25,-3.1533,6.473
2004-05-26,-3.1507,6.4758
2004-05-27,-3.1481,6.4786
2004-05-28,-3.1455,6.4814
2004-05-31,-3.1378,6.4898
2004-06-01,-3.1352,6.4926
2004-06-02,-3.1326,6.4954
2004-06-03,-3.13,6.4982
2004-06-04,-3.1274,6.501
2004-06-07,-3.1197,6.5094
2004-06-08,-3.1171,6.5122
2004-06-09,-3.1145,6.515
2004-06-10,-3.1119,6.5178
2004-06-11,-3.1093,6.5206
2004-06-14,-3.1016,6.529
2004-06-15,-3.099,6.5318
2004-06-16,-3.0964,6.5346
2004-06-17,-3.0939,6.5373
2004-06-18,-3.0913,6.5401
2004-06-21,-3.0836,6.5485
2004-06-22,-3.081,6.5513
2004-06-23,-3.0784,6.5541
2004-06-24,-3.0758,6.5569
2004-06-25,-3.0733,6.5597
2004-06-28,-3.0655,6.568
2004-06-29,-3.063,6.5708
2004-06-30,-3.0604,6.5736
2004-07-01,-3.0578,6.5764
2004-07-02,-3.0553,6.5792
2004-07-05,-3.0475,6.5875
2004-07-06,-3.045,6.5903
2004-07-07,-3.0424,6.5931
2004-07-08,-3.0398,6.5959
2004-07-09,-3.0373,6.5987
2004-07-12,-3.0296,6.607
2004-07-13,-3.027,6.6098
2004-07-14,-3.0244,6.6126
2004-07-15,-3.0219,6.6154
2004-07-16,-3.0193,6.6182
2004-07-19,-3.0116,6.6265
2004-07-20,-3.0091,6.6293
2004-07-21,-3.0065,6.6321
2004-07-22,-3.0039,6.6348
2004-07-23,-3.0014,6.6376
2004-07-26,-2.9937,6.6459
2004-07-27,-2.9911,6.6487
2004-07-28,-2.9886,6.6515
2004-07-29,-2.986,6.6543
2004-07-30,-2.9835,6.657
2004-08-02,-2.9758,6.6654
2004-08-03,-2.9732,6.6681
2004-08-04,-2.9707,6.6709
2004-08-05,-2.9681,6.6737
2004-08-06,-2.9655,6.6764
2004-08-09,-2.9579,6.6848
2004-08-10,-2.9553,6.6875
2004-08-11,-2.9528,6.6903
2004-08-12,-2.9502,6.6931
2004-08-13,-2.9477,6.6958
2004-08-16,-2.94,6.7041
2004-08-17,-2.9375,6.7069
2004-08-18,-2.9349,6.7097
2004-08-19,-2.9324,6.7124
2004-08-20,-2.9298,6.7152
2004-08-23,-2.9222,6.7235
2004-08-24,-2.9196,6.7263
2004-08-25,-2.9171,6.729
2004-08-26,-2.9145,6.7318
2004-08-27,-2.912,6.7346
2004-08-30,-2.9043,6.7429
2004-08-31,-2.9018,6.7456
2004-09-01,-2.8992,6.7484
2004-09-02,-2.8967,6.7512
2004-09-03,-2.8941,6.7539
2004-09-06,-2.8865,6.7622
2004-09-07,-2.8839,6.765
2004-09-08,-2.8814,6.7677
2004-09-09,-2.8788,6.7705
2004-09-10,-2.8763,6.7732
2004-09-13,-2.8687,6.7815
2004-09-14,-2.8661,6.7843
2004-09-15,-2.8636,6.787
2004-09-16,-2.861,6.7898
2004-09-17,-2.8585,6.7926
2004-09-20,-2.8509,6.8008
2004-09-21,-2.8483,6.8036
2004-09-22,-2.8458,6.8063
2004-09-23,-2.8433,6.8091
2004-09-24,-2.8407,6.8119
2004-09-27,-2.8331,6.8201
2004-09-28,-2.8306,6.8229
2004-09-30,-2.8255,6.8284
2004-10-08,-2.8052,6.8504
2004-10-11,-2.7976,6.8587
2004-10-12,-2.795,6.8614
2004-10-13,-2.7925,6.8642
2004-10-14,-2.79,6.8669
2004-10-15,-2.7874,6.8697
2004-10-18,-2.7798,6.8779
2004-10-19,-2.7773,6.8807
2004-10-20,-2.7747,6.8834
2004-10-21,-2.7722,6.8862
2004-10-22,-2.7697,6.8889
2004-10-25,-2.7621,6.8972
2004-10-26,-2.7595,6.8999
2004-10-27,-2.757,6.9027
2004-10-28,-2.7545,6.9054
2004-10-29,-2.7519,6.9082
2004-11-01,-2.7444,6.9164
2004-11-02,-2.7418,6.9192
2004-11-03,-2.7393,6.9219
2004-11-04,-2.7368,6.9247
2004-11-05,-2.7342,6.9274
2004-11-08,-2.7266,6.9356
2004-11-09,-2.7241,6.9384
2004-11-10,-2.7216,6.9411
2004-11-11,-2.719,6.9439
2004-11-12,-2.7165,6.9466
2004-11-15,-2.7089,6.9549
2004-11-16,-2.7064,6.9576
2004-11-17,-2.7039,6.9604
2004-11-18,-2.7013,6.9631
2004-11-19,-2.6988,6.9658
2004-11-22,-2.6912,6.9741
2004-11-23,-2.6887,6.9768
2004-11-24,-2.6862,6.9796
2004-11-25,-2.6836,6.9823
2004-11-26,-2.6811,6.985
2004-11-29,-2.6735,6.9933
2004-11-30,-2.671,6.996
2004-12-01,-2.6685,6.9988
2004-12-02,-2.6659,7.0015
2004-12-03,-2.6634,7.0043
2004-12-06,-2.6558,7.0125
2004-12-07,-2.6533,7.0152
2004-12-08,-2.6508,7.018
2004-12-09,-2.6483,7.0207
2004-12-10,-2.6457,7.0234
2004-12-13,-2.6382,7.0317
2004-12-14,-2.6356,7.0344
2004-12-15,-2.6331,7.0372
2004-12-16,-2.6306,7.0399
2004-12-17,-2.6281,7.0426
2004-12-20,-2.6205,7.0509
2004-12-21,-2.618,7.0536
2004-12-22,-2.6154,7.0563
2004-12-23,-2.6129,7.0591
2004-12-24,-2.6104,7.0618
2004-12-27,-2.6028,7.07
2004-12-29,-2.5978,7.0755
2004-12-30,-2.5952,7.0783
2004-12-31,-2.5927,7.081
2005-01-04,-2.5826,7.092
2005-01-05,-2.5801,7.0947
2005-01-06,-2.5776,7.0974
2005-01-07,-2.575,7.1002
2005-01-10,-2.5675,7.1084
2005-01-11,-2.565,7.1111
2005-01-12,-2.5624,7.1139
2005-01-13,-2.5599,7.1166
2005-01-14,-2.5574,7.1193
2005-01-17,-2.5498,7.1276
2005-01-18,-2.5473,7.1303
2005-01-19,-2.5448,7.133
2005-01-20,-2.5422,7.1358
2005-01-21,-2.5397,7.1385
2005-01-24,-2.5322,7.1467
2005-01-25,-2.5296,7.1495
2005-01-26,-2.5271,7.1522
2005-01-27,-2.5246,7.155
2005-01-28,-2.5221,7.1577
2005-01-31,-2.5145,7.1659
2005-02-01,-2.512,7.1686
2005-02-02,-2.5094,7.1714
2005-02-03,-2.5069,7.1741
2005-02-04,-2.5044,7.1769
2005-02-16,-2.4741,7.2097
2005-02-17,-2.4716,7.2125
