日期,支撑线,阻力线
2003-11-12,-3.6615,5.9375
2003-11-13,-3.6589,5.9405
2003-11-14,-3.6562,5.9434
2003-11-17,-3.6481,5.9521
2003-11-18,-3.6454,5.955
2003-11-19,-3.6427,5.9579
2003-11-20,-3.64,5.9608
2003-11-21,-3.6373,5.9637
2003-11-24,-3.6293,5.9724
2003-11-25,-3.6266,5.9753
2003-11-27,-3.6212,5.981
2003-11-28,-3.6186,5.9839
2003-12-01,-3.6105,5.9926
2003-12-02,-3.6078,5.9955
2003-12-03,-3.6052,5.9984
2003-12-04,-3.6025,6.0013
2003-12-05,-3.5998,6.0041
2003-12-08,-3.5918,6.0128
2003-12-09,-3.5891,6.0157
2003-12-10,-3.5865,6.0186
2003-12-11,-3.5838,6.0214
2003-12-12,-3.5811,6.0243
2003-12-15,-3.5732,6.0329
2003-12-16,-3.5705,6.0358
2003-12-17,-3.5678,6.0387
2003-12-18,-3.5652,6.0416
2003-12-19,-3.5625,6.0444
2003-12-22,-3.5545,6.053
2003-12-23,-3.5519,6.0559
2003-12-24,-3.5492,6.0588
2003-12-25,-3.5466,6.0617
2003-12-26,-3.5439,6.0645
2003-12-29,-3.536,6.0731
2003-12-30,-3.5333,6.076
2003-12-31,-3.5307,6.0788
2004-01-02,-3.5254,6.0846
2004-01-05,-3.5174,6.0931
2004-01-06,-3.5148,6.096
2004-01-07,-3.5121,6.0988
2004-01-08,-3.5095,6.1017
2004-01-09,-3.5069,6.1045
2004-01-12,-3.4989,6.1131
2004-01-13,-3.4963,6.116
2004-01-14,-3.4937,6.1188
2004-01-15,-3.491,6.1217
2004-01-16,-3.4884,6.1245
2004-01-29,-3.4542,6.1615
2004-01-30,-3.4516,6.1643
2004-02-02,-3.4437,6.1728
2004-02-03,-3.4411,6.1756
2004-02-04,-3.4385,6.1785
2004-02-05,-3.4358,6.1813
2004-02-06,-3.4332,6.1841
2004-02-09,-3.4254,6.1926
2004-02-10,-3.4228,6.1954
2004-02-11,-3.4201,6.1983
2004-02-12,-3.4175,6.2011
2004-02-13,-3.4149,6.2039
2004-02-16,-3.4071,6.2124
2004-02-17,-3.4045,6.2152
2004-02-18,-3.4018,6.218
2004-02-19,-3.3992,6.2209
2004-02-20,-3.3966,6.2237
2004-02-23,-3.3888,6.2321
2004-02-24,-3.3862,6.235
2004-02-25,-3.3836,6.2378
2004-02-26,-3.381,6.2406
2004-02-27,-3.3784,6.2434
2004-03-01,-3.3706,6.2519
2004-03-02,-3.368,6.2547
2004-03-04,-3.3628,6.2603
2004-03-05,-3.3602,6.2631
2004-03-08,-3.3524,6.2715
2004-03-09,-3.3498,6.2743
2004-03-10,-3.3472,6.2772
2004-03-11,-3.3446,6.28
2004-03-12,-3.342,6.2828
2004-03-15,-3.3342,6.2912
2004-03-16,-3.3316,6.294
2004-03-17,-3.329,6.2968
2004-03-18,-3.3265,6.2996
2004-03-19,-3.3239,6.3024
2004-03-22,-3.3161,6.3108
2004-03-23,-3.3135,6.3136
2004-03-24,-3.3109,6.3164
