日期,RSI_14,SMA_7
2003-11-19,74.46,0.0
2003-11-20,75.824,0.0
2003-11-21,76.245,0.0
2003-11-24,80.479,0.0
2003-11-25,82.333,0.0
2003-11-27,80.351,0.0
2003-11-28,82.253,95.328
2003-12-01,83.775,95.388
2003-12-02,83.929,95.36
2003-12-03,71.947,91.603
2003-12-04,72.569,87.894
2003-12-05,74.113,84.565
2003-12-08,76.552,82.636
2003-12-09,71.034,78.869
2003-12-10,71.841,75.143
2003-12-11,75.085,72.495
2003-12-12,75.714,73.69
2003-12-15,68.403,72.452
2003-12-16,69.858,71.344
2003-12-17,71.377,70.022
2003-12-18,69.582,69.738
2003-12-19,63.91,67.654
2003-12-22,75.346,67.859
2003-12-23,78.1,68.447
2003-12-24,80.103,71.632
2003-12-25,70.416,71.856
2003-12-26,71.392,71.867
2003-12-29,71.39,72.463
2003-12-30,72.599,74.98
2003-12-31,73.761,74.485
2004-01-02,77.66,74.434
2004-01-05,81.159,74.705
2004-01-06,73.068,75.217
2004-01-07,70.488,74.804
2004-01-08,74.664,75.571
2004-01-09,68.82,74.52
2004-01-12,73.415,74.352
2004-01-13,81.298,74.834
2004-01-14,80.395,74.384
2004-01-15,78.374,75.596
2004-01-16,63.885,74.109
2004-01-29,64.297,71.588
2004-01-30,54.252,68.455
2004-02-02,49.211,63.16
2004-02-03,53.333,57.449
2004-02-04,57.103,53.028
2004-02-05,58.012,49.357
2004-02-06,56.63,48.689
2004-02-09,58.185,48.383
2004-02-10,58.722,50.331
2004-02-11,63.607,54.663
2004-02-12,57.785,56.052
2004-02-13,55.667,55.802
2004-02-16,55.655,55.279
2004-02-17,56.874,55.534
2004-02-18,51.654,53.744
2004-02-19,50.977,51.6
2004-02-20,50.947,48.011
2004-02-23,47.872,45.243
2004-02-24,47.826,43.017
2004-02-25,49.524,41.684
2004-02-26,53.882,41.696
2004-02-27,54.726,43.586
2004-03-01,61.327,47.753
2004-03-02,58.178,50.748
2004-03-04,53.349,53.004
2004-03-05,57.306,56.507
2004-03-08,53.563,57.933
2004-03-09,51.675,57.017
2004-03-10,55.66,57.134
2004-03-11,60.722,56.565
2004-03-12,59.666,56.821
2004-03-15,67.427,60.531
2004-03-16,68.398,63.213
2004-03-17,67.277,66.702
2004-03-18,60.937,68.663
2004-03-19,70.841,71.646
2004-03-22,71.293,73.307
2004-03-23,72.549,75.546
2004-03-24,68.327,74.715
2004-03-25,70.659,74.258
2004-03-26,66.465,72.967
2004-03-29,62.705,72.636
2004-03-30,62.693,69.937
2004-03-31,65.033,67.958
2004-04-01,70.143,67.181
2004-04-02,73.745,68.512
2004-04-05,75.294,69.559
2004-04-06,80.788,72.746
2004-04-07,76.04,75.749
2004-04-08,70.549,77.325
2004-04-09,60.522,75.688
2004-04-12,65.007,73.903
2004-04-13,67.919,72.016
2004-04-14,64.402,68.952
2004-04-15,51.008,62.067
2004-04-16,50.067,56.293
2004-04-19,49.017,51.735
2004-04-20,48.0,49.363
2004-04-21,46.958,45.466
2004-04-22,51.084,42.273
2004-04-23,50.495,39.811
2004-04-26,47.412,39.436
2004-04-27,44.073,38.419
2004-04-28,37.348,36.24
2004-04-29,39.461,35.057
2004-04-30,41.612,34.852
2004-05-10,43.761,33.955
2004-05-11,43.194,33.052
2004-05-12,47.653,34.503
2004-05-13,44.545,35.794
