日期,上轨,中轴10,下轨
2005-05-18,0.97,0.787,0.604
2005-05-19,0.953,0.773,0.593
2005-05-20,0.933,0.763,0.593
2005-05-23,0.89,0.747,0.604
2005-05-24,0.836,0.738,0.64
2005-05-25,0.874,0.747,0.62
2005-05-26,0.893,0.758,0.623
2005-05-27,0.909,0.772,0.635
2005-05-30,0.925,0.788,0.651
2005-05-31,0.963,0.808,0.653
2005-06-01,0.97,0.833,0.696
2005-06-02,0.959,0.842,0.725
2005-06-03,0.957,0.853,0.749
2005-06-06,0.941,0.868,0.795
2005-06-07,0.941,0.869,0.797
2005-06-08,1.06,0.893,0.726
2005-06-09,1.178,0.931,0.684
2005-06-10,1.197,0.951,0.705
2005-06-13,1.217,0.971,0.725
2005-06-14,1.223,0.978,0.733
2005-06-15,1.223,0.98,0.737
2005-06-16,1.228,1.007,0.786
2005-06-17,1.257,1.037,0.817
2005-06-20,1.348,1.083,0.818
2005-06-21,1.343,1.117,0.891
2005-06-22,1.367,1.129,0.891
2005-06-23,1.353,1.121,0.889
2005-06-24,1.361,1.134,0.907
2005-06-27,1.379,1.151,0.923
2005-06-28,1.369,1.162,0.955
2005-06-29,1.33,1.18,1.03
2005-06-30,1.336,1.177,1.018
2005-07-01,1.352,1.16,0.968
2005-07-04,1.315,1.116,0.917
2005-07-05,1.311,1.087,0.863
2005-07-06,1.287,1.048,0.809
2005-07-07,1.291,1.014,0.737
2005-07-08,1.272,0.97,0.668
2005-07-11,1.194,0.923,0.652
2005-07-12,1.142,0.902,0.662
2005-07-13,1.077,0.883,0.689
2005-07-14,1.03,0.869,0.708
2005-07-15,0.988,0.852,0.716
2005-07-18,0.974,0.842,0.71
2005-07-19,0.958,0.834,0.71
2005-07-20,0.969,0.839,0.709
2005-07-21,0.978,0.849,0.72
2005-07-22,0.978,0.869,0.76
2005-07-25,0.962,0.878,0.794
2005-07-26,0.964,0.879,0.794
2005-07-27,0.995,0.886,0.777
2005-07-28,1.019,0.894,0.769
2005-07-29,1.043,0.911,0.779
2005-08-01,1.06,0.932,0.804
2005-08-02,1.088,0.956,0.824
2005-08-03,1.105,0.97,0.835
2005-08-04,1.107,0.982,0.857
2005-08-05,1.13,0.997,0.864
2005-08-08,1.164,1.03,0.896
2005-08-09,1.212,1.061,0.91
2005-08-10,1.236,1.078,0.92
2005-08-11,1.235,1.088,0.941
2005-08-12,1.232,1.09,0.948
2005-08-15,1.231,1.092,0.953
2005-08-16,1.231,1.092,0.953
2005-08-17,1.232,1.09,0.948
2005-08-18,1.246,1.083,0.92
2005-08-19,1.247,1.073,0.899
2005-08-22,1.218,1.056,0.894
2005-08-23,1.156,1.032,0.908
2005-08-24,1.104,1.019,0.934
2005-08-25,1.086,1.014,0.942
2005-08-26,1.084,1.011,0.938
2005-08-29,1.085,1.0,0.915
2005-08-30,1.064,0.987,0.91
2005-08-31,1.067,0.988,0.909
2005-09-01,1.079,0.999,0.919
2005-09-02,1.097,1.008,0.919
2005-09-05,1.102,1.011,0.92
2005-09-06,1.104,1.015,0.926
2005-09-07,1.127,1.022,0.917
2005-09-08,1.147,1.029,0.911
2005-09-09,1.202,1.05,0.898
2005-09-22,1.248,1.081,0.914
2005-09-23,1.252,1.105,0.958
2005-09-26,1.25,1.111,0.972
2005-09-27,1.249,1.114,0.979
2005-09-28,1.249,1.115,0.981
2005-09-29,1.246,1.121,0.996
2005-09-30,1.246,1.137,1.028
2005-12-14,1.265,1.125,0.985
2005-12-15,1.271,1.115,0.959
2005-12-16,1.252,1.097,0.942
2005-12-19,1.202,1.08,0.958
2005-12-20,1.171,1.069,0.967
2005-12-21,1.168,1.067,0.966
2005-12-22,1.167,1.066,0.965
2005-12-23,1.169,1.067,0.965
2005-12-26,1.232,1.082,0.932
2005-12-27,1.261,1.089,0.917
2005-12-28,1.294,1.114,0.934
2005-12-29,1.32,1.138,0.956
2005-12-30,1.313,1.147,0.981
2006-01-04,1.311,1.152,0.993
2006-01-05,1.314,1.164,1.014
2006-01-06,1.312,1.175,1.038
2006-01-09,1.305,1.187,1.069
2006-01-10,1.295,1.195,1.095
2006-01-11,1.287,1.18,1.073
2006-01-12,1.267,1.168,1.069
2006-01-13,1.257,1.165,1.073
2006-01-16,1.241,1.161,1.081
2006-01-17,1.251,1.172,1.093
2006-01-18,1.287,1.189,1.091
2006-01-19,1.314,1.199,1.084
2006-01-23,1.315,1.201,1.087
2006-01-24,1.316,1.196,1.076
2006-01-25,1.324,1.203,1.082
2006-02-06,1.357,1.228,1.099
2006-02-07,1.525,1.276,1.027
2006-02-08,1.625,1.315,1.005
2006-02-09,1.754,1.367,0.98
2006-02-10,1.858,1.421,0.984
2006-02-13,1.932,1.466,1.0
2006-02-14,1.996,1.514,1.032
2006-02-15,2.078,1.587,1.096
2006-02-16,2.044,1.648,1.252
2006-02-17,1.977,1.688,1.399
2006-02-20,1.909,1.727,1.545
2006-02-21,1.914,1.746,1.578
2006-02-22,1.901,1.764,1.627
2006-02-23,1.934,1.78,1.626
2006-02-24,1.991,1.801,1.611
2006-02-27,2.017,1.819,1.621
2006-02-28,2.046,1.837,1.628
2006-03-01,2.148,1.861,1.574
2006-03-02,2.171,1.885,1.599
2006-03-03,2.157,1.919,1.681
2006-03-06,2.142,1.933,1.724
2006-03-07,2.156,1.926,1.696
2006-03-08,2.156,1.926,1.696
2006-03-09,2.158,1.918,1.678
2006-03-10,2.15,1.898,1.646
2006-03-13,2.144,1.889,1.634
2006-03-14,2.132,1.88,1.628
2006-03-15,2.015,1.852,1.689
2006-03-16,1.97,1.834,1.698
2006-03-17,1.916,1.81,1.704
2006-03-20,1.896,1.801,1.706
2006-03-21,1.902,1.814,1.726
2006-03-22,1.914,1.823,1.732
2006-03-23,1.93,1.831,1.732
2006-03-24,1.931,1.83,1.729
2006-03-27,1.931,1.825,1.719
2006-03-28,1.923,1.818,1.713
2006-03-29,1.908,1.813,1.718
2006-03-30,1.907,1.809,1.711
2006-03-31,1.904,1.811,1.718
2006-04-03,1.905,1.813,1.721
2006-04-04,1.929,1.819,1.709
2006-04-05,1.946,1.824,1.702
2006-04-07,1.938,1.821,1.704
2006-04-10,2.089,1.861,1.633
2006-04-11,2.185,1.9,1.615
2006-04-12,2.275,1.943,1.611
2006-04-13,2.291,1.963,1.635
2006-04-14,2.316,2.0,1.684
2006-04-17,2.333,2.043,1.753
2006-04-18,2.323,2.075,1.827
2006-04-19,2.318,2.093,1.868
2006-04-20,2.303,2.104,1.905
2006-04-21,2.247,2.124,2.001
2006-04-24,2.242,2.112,1.982
2006-04-25,2.263,2.084,1.905
2006-04-26,2.221,2.064,1.907
2006-04-27,2.29,2.088,1.886
2006-04-28,2.4,2.116,1.832
2006-05-08,2.569,2.158,1.747
2006-05-09,2.701,2.207,1.713
2006-05-10,2.777,2.251,1.725
2006-05-11,2.8,2.289,1.778
2006-05-12,2.882,2.35,1.818
2006-05-15,3.088,2.452,1.816
2006-05-16,3.082,2.542,2.002
2006-05-17,3.122,2.641,2.16
2006-05-18,3.149,2.706,2.263
2006-05-19,3.19,2.763,2.336
