日期,5均线,10均线,20均线,50均线,150均线
2003-11-14,0.0,0.0,0.0,0.0,0.0
2003-11-21,0.0,0.0,0.0,0.0,0.0
2003-11-28,0.0,0.0,0.0,0.0,0.0
2003-12-05,0.0,0.0,0.0,0.0,0.0
2003-12-12,0.904,0.0,0.0,0.0,0.0
2003-12-19,0.922,0.0,0.0,0.0,0.0
2003-12-26,1.004,0.0,0.0,0.0,0.0
2004-01-02,1.082,0.0,0.0,0.0,0.0
2004-01-09,1.168,0.0,0.0,0.0,0.0
2004-01-16,1.272,1.088,0.0,0.0,0.0
2004-01-30,1.356,1.139,0.0,0.0,0.0
2004-02-06,1.41,1.207,0.0,0.0,0.0
2004-02-13,1.446,1.264,0.0,0.0,0.0
2004-02-20,1.46,1.314,0.0,0.0,0.0
2004-02-27,1.448,1.36,0.0,0.0,0.0
2004-03-05,1.476,1.416,0.0,0.0,0.0
2004-03-12,1.5,1.455,0.0,0.0,0.0
2004-03-19,1.574,1.51,0.0,0.0,0.0
2004-03-26,1.662,1.561,0.0,0.0,0.0
2004-04-02,1.78,1.614,1.351,0.0,0.0
2004-04-09,1.884,1.68,1.41,0.0,0.0
2004-04-16,1.956,1.728,1.468,0.0,0.0
2004-04-23,1.972,1.773,1.518,0.0,0.0
2004-04-30,1.948,1.805,1.56,0.0,0.0
2004-05-14,1.878,1.829,1.594,0.0,0.0
2004-05-21,1.784,1.834,1.625,0.0,0.0
2004-05-28,1.73,1.843,1.649,0.0,0.0
2004-06-04,1.686,1.829,1.67,0.0,0.0
2004-06-11,1.664,1.806,1.684,0.0,0.0
2004-06-18,1.534,1.706,1.66,0.0,0.0
2004-06-25,1.41,1.597,1.638,0.0,0.0
2004-07-02,1.282,1.506,1.617,0.0,0.0
2004-07-09,1.106,1.396,1.584,0.0,0.0
2004-07-16,0.946,1.305,1.555,0.0,0.0
2004-07-23,0.872,1.203,1.516,0.0,0.0
2004-07-30,0.816,1.113,1.474,0.0,0.0
2004-08-06,0.756,1.019,1.431,0.0,0.0
2004-08-13,0.722,0.914,1.372,0.0,0.0
2004-08-20,0.684,0.815,1.31,0.0,0.0
2004-08-27,0.696,0.784,1.245,0.0,0.0
2004-09-03,0.702,0.759,1.178,0.0,0.0
2004-09-10,0.716,0.736,1.121,0.0,0.0
2004-09-17,0.784,0.753,1.074,0.0,0.0
2004-09-24,0.896,0.79,1.047,0.0,0.0
2004-09-30,0.96,0.828,1.015,0.0,0.0
2004-10-08,1.042,0.872,0.992,0.0,0.0
2004-10-15,1.068,0.892,0.956,0.0,0.0
2004-10-22,1.064,0.924,0.919,0.0,0.0
2004-10-29,0.942,0.919,0.867,0.0,0.0
2004-11-05,0.796,0.878,0.831,1.214,0.0
2004-11-12,0.65,0.846,0.802,1.204,0.0
2004-11-19,0.566,0.817,0.776,1.199,0.0
2004-11-26,0.456,0.76,0.757,1.189,0.0
2004-12-03,0.424,0.683,0.736,1.179,0.0
2004-12-10,0.448,0.622,0.725,1.168,0.0
2004-12-17,0.466,0.558,0.715,1.159,0.0
2004-12-24,0.446,0.506,0.699,1.143,0.0
2004-12-31,0.43,0.443,0.684,1.124,0.0
2005-01-07,0.382,0.403,0.661,1.101,0.0
2005-01-14,0.34,0.394,0.636,1.075,0.0
2005-01-21,0.306,0.386,0.616,1.054,0.0
2005-01-28,0.276,0.361,0.589,1.03,0.0
2005-02-04,0.324,0.377,0.568,1.012,0.0
2005-02-18,0.412,0.397,0.54,0.996,0.0
2005-02-25,0.506,0.423,0.522,0.981,0.0
2005-03-04,0.562,0.434,0.496,0.962,0.0
2005-03-11,0.618,0.447,0.477,0.941,0.0
2005-03-18,0.568,0.446,0.444,0.911,0.0
2005-03-25,0.506,0.459,0.431,0.88,0.0
2005-04-01,0.44,0.473,0.434,0.847,0.0
2005-04-08,0.45,0.506,0.446,0.819,0.0
2005-04-15,0.48,0.549,0.455,0.794,0.0
2005-04-22,0.564,0.566,0.472,0.77,0.0
2005-04-29,0.67,0.588,0.492,0.753,0.0
2005-05-13,0.732,0.586,0.504,0.732,0.0
2005-05-20,0.756,0.603,0.518,0.716,0.0
2005-05-27,0.786,0.633,0.54,0.699,0.0
2005-06-03,0.806,0.685,0.566,0.682,0.0
2005-06-10,0.842,0.756,0.607,0.67,0.0
2005-06-17,0.936,0.834,0.654,0.673,0.0
2005-06-24,1.018,0.887,0.696,0.677,0.0
