日期,RSI_14,SMA_7
2008-05-16,38.378,0.0
2008-05-23,45.898,0.0
2008-05-30,44.907,0.0
2008-06-06,48.365,0.0
2008-06-13,40.995,0.0
2008-06-20,38.075,0.0
2008-06-27,37.133,44.866
2008-07-04,39.223,44.697
2008-07-11,46.116,44.449
2008-07-18,42.695,43.462
2008-07-25,45.0,42.218
2008-08-01,42.022,42.395
2008-08-08,40.577,42.925
2008-08-15,34.847,42.157
2008-08-22,34.096,40.55
2008-08-29,31.686,36.403
2008-09-05,30.214,33.028
2008-09-12,28.579,28.658
2008-09-19,31.726,26.361
2008-09-26,28.325,23.671
2008-10-10,26.551,22.152
2008-10-17,29.511,21.821
2008-10-24,32.717,23.126
2008-10-31,35.846,25.757
2008-11-07,36.415,28.925
2008-11-14,39.362,31.918
2008-11-21,41.128,36.298
2008-11-28,37.794,39.636
2008-12-05,43.893,43.798
2008-12-12,43.034,46.536
2008-12-19,52.596,50.616
2008-12-26,49.283,53.266
2008-12-31,49.261,54.98
2009-01-09,54.862,57.469
2009-01-16,54.621,61.272
2009-01-23,52.65,62.444
2009-02-06,54.653,64.509
2009-02-13,55.399,64.429
2009-02-20,56.209,65.805
2009-02-27,50.159,64.666
2009-03-06,54.353,63.522
2009-03-13,59.445,63.812
2009-03-20,57.488,64.18
2009-03-27,54.852,63.058
2009-04-03,63.605,63.93
2009-04-10,64.021,64.666
2009-04-17,64.793,68.093
2009-04-24,64.007,69.904
2009-04-30,64.011,70.387
2009-05-08,61.481,70.553
2009-05-15,64.292,72.533
2009-05-22,62.963,71.773
2009-05-27,61.1,70.183
2009-06-05,58.386,67.348
2009-06-12,59.0,65.088
2009-06-19,58.482,62.629
2009-06-26,59.222,61.563
2009-07-03,59.324,59.632
2009-07-10,67.927,61.157
2009-07-17,85.41,65.695
2009-07-24,80.882,70.25
2009-07-31,84.729,75.036
2009-08-07,85.799,80.155
2009-08-14,73.509,82.16
2009-08-21,66.519,82.68
2009-08-28,60.724,79.088
2009-09-04,61.134,73.345
2009-09-11,64.177,69.514
2009-09-18,66.007,65.679
2009-09-25,61.321,60.545
2009-09-30,55.494,56.816
2009-10-09,60.639,56.121
2009-10-16,61.289,56.811
2009-10-23,60.433,57.154
2009-10-30,56.576,55.59
2009-11-06,59.802,54.591
2009-11-13,59.334,54.623
2009-11-20,60.311,56.349
2009-11-27,54.491,54.798
2009-12-04,56.32,53.733
2009-12-11,64.565,55.394
2009-12-18,53.304,55.138
2009-12-25,54.968,54.299
2009-12-31,57.05,54.203
2010-01-08,58.534,54.204
2010-01-15,62.832,57.105
2010-01-22,58.614,58.1
2010-01-29,56.184,55.917
2010-02-05,49.724,55.013
2010-02-12,49.727,53.622
2010-02-26,54.12,53.095
2010-03-05,49.976,51.0
2010-03-12,50.872,48.053
2010-03-19,54.987,47.671
2010-03-26,59.109,49.162
2010-04-02,62.531,53.191
2010-04-09,68.854,58.541
2010-04-16,69.483,62.531
2010-04-23,70.72,67.892
2010-04-30,58.671,69.363
2010-05-07,57.535,69.203
2010-05-14,50.233,66.063
2010-05-21,52.707,62.836
2010-05-28,52.363,58.201
2010-06-04,53.663,53.901
2010-06-11,57.621,50.641
2010-06-18,53.131,49.617
2010-06-25,51.46,48.415
2010-07-02,40.15,46.42
2010-07-09,44.889,45.135
2010-07-16,42.991,43.501
2010-07-23,51.929,43.971
2010-07-30,55.259,44.0
2010-08-06,55.269,45.364
2010-08-13,57.32,47.746
2010-08-20,56.571,52.469
2010-08-27,61.418,56.967
2010-09-03,67.7,63.194
2010-09-10,71.725,67.538
2010-09-17,70.301,70.609
2010-09-21,66.126,72.375
2010-09-30,66.75,73.751
2010-10-08,62.685,74.09
2010-10-15,52.601,70.457
2010-10-22,62.25,68.248
2010-10-29,68.863,66.826
2010-11-05,76.056,67.135
2010-11-12,74.949,68.479
2010-11-19,81.012,70.655
2010-11-26,78.349,73.48
2010-12-03,68.795,76.769
2010-12-10,70.7,77.804
2010-12-17,73.489,78.041
2010-12-24,62.477,74.437
2010-12-31,64.557,71.662
2011-01-07,60.507,66.972
2011-01-14,57.237,62.17
2011-01-21,50.055,58.097
2011-01-28,47.772,53.112
2011-02-01,50.632,48.395
2011-02-11,52.042,46.69
2011-02-17,53.954,45.057
2011-02-25,53.958,44.354
2011-03-04,51.906,43.793
2011-03-11,60.478,47.445
2011-03-18,56.569,50.383
2011-03-25,54.487,51.793
2011-04-01,52.331,52.124
2011-04-08,48.087,50.682
2011-04-15,49.784,49.847
2011-04-22,51.401,50.196
2011-04-29,49.072,47.145
2011-05-06,52.208,46.397
2011-05-13,47.349,44.791
2011-05-20,44.632,43.073
2011-05-27,40.228,41.461
2011-06-03,39.652,39.115
2011-06-10,42.019,37.11
2011-06-17,40.874,35.501
2011-06-24,43.14,33.661
2011-07-01,47.377,34.821
2011-07-08,53.251,38.476
2011-07-15,54.12,43.402
2011-07-22,48.567,46.48
2011-07-29,44.945,47.533
2011-08-05,44.941,48.897
2011-08-12,41.294,48.288
2011-08-19,39.939,45.778
