日期,支撑线,阻力线
2008-05-12,0.6734,15.922
2008-05-13,0.6787,15.9301
2008-05-14,0.684,15.9382
2008-05-15,0.6893,15.9462
2008-05-16,0.6945,15.9543
2008-05-19,0.7102,15.9783
2008-05-20,0.7155,15.9863
2008-05-21,0.7207,15.9943
2008-05-22,0.7258,16.0022
2008-05-23,0.731,16.0102
2008-05-26,0.7464,16.0339
2008-05-27,0.7515,16.0418
2008-05-28,0.7566,16.0496
2008-05-29,0.7617,16.0575
2008-05-30,0.7668,16.0653
2008-06-02,0.7819,16.0888
2008-06-03,0.7869,16.0965
2008-06-04,0.7919,16.1043
2008-06-05,0.7969,16.1121
2008-06-06,0.8018,16.1198
2008-06-10,0.8215,16.1506
2008-06-11,0.8264,16.1583
2008-06-12,0.8313,16.1659
2008-06-13,0.8362,16.1736
2008-06-16,0.8507,16.1964
2008-06-17,0.8555,16.204
2008-06-18,0.8603,16.2116
2008-06-19,0.8651,16.2191
2008-06-20,0.8699,16.2267
2008-06-23,0.8841,16.2492
2008-06-24,0.8888,16.2567
2008-06-25,0.8935,16.2642
2008-06-26,0.8982,16.2717
2008-06-27,0.9029,16.2791
2008-06-30,0.9169,16.3014
2008-07-01,0.9215,16.3088
2008-07-02,0.9261,16.3162
2008-07-03,0.9307,16.3235
2008-07-04,0.9353,16.3309
2008-07-07,0.949,16.3529
2008-07-08,0.9535,16.3602
2008-07-09,0.958,16.3675
2008-07-10,0.9625,16.3747
2008-07-11,0.967,16.382
2008-07-14,0.9804,16.4037
2008-07-15,0.9848,16.4109
2008-07-16,0.9893,16.4181
2008-07-17,0.9937,16.4253
2008-07-18,0.9981,16.4325
2008-07-21,1.0112,16.4539
2008-07-22,1.0156,16.4611
2008-07-23,1.0199,16.4682
2008-07-24,1.0242,16.4753
2008-07-25,1.0285,16.4823
2008-07-28,1.0414,16.5035
2008-07-29,1.0456,16.5106
2008-07-30,1.0499,16.5176
2008-07-31,1.0541,16.5246
2008-08-01,1.0584,16.5316
2008-08-04,1.0709,16.5525
2008-08-05,1.0751,16.5594
2008-08-06,1.0793,16.5664
2008-08-07,1.0834,16.5733
2008-08-08,1.0876,16.5802
2008-08-11,1.0999,16.6009
2008-08-12,1.104,16.6077
2008-08-13,1.1081,16.6146
2008-08-14,1.1121,16.6214
2008-08-15,1.1162,16.6282
2008-08-19,1.1323,16.6554
2008-08-20,1.1362,16.6622
2008-08-21,1.1402,16.6689
2008-08-22,1.1442,16.6756
2008-08-25,1.156,16.6958
2008-08-26,1.1599,16.7025
2008-08-27,1.1638,16.7092
2008-08-28,1.1677,16.7158
2008-08-29,1.1716,16.7225
2008-09-01,1.1832,16.7424
2008-09-02,1.187,16.749
2008-09-03,1.1909,16.7556
2008-09-04,1.1947,16.7622
2008-09-05,1.1985,16.7687
2008-09-08,1.2098,16.7884
2008-09-09,1.2136,16.7949
2008-09-10,1.2173,16.8014
2008-09-11,1.2211,16.808
2008-09-12,1.2248,16.8144
2008-09-16,1.2395,16.8403
2008-09-17,1.2432,16.8467
2008-09-18,1.2469,16.8532
2008-09-19,1.2505,16.8596
2008-09-22,1.2614,16.8788
2008-09-23,1.265,16.8851
2008-09-24,1.2686,16.8915
2008-09-25,1.2721,16.8978
2008-09-26,1.2757,16.9042
2008-10-06,1.3107,16.9669
2008-10-07,1.3142,16.9732
2008-10-08,1.3176,16.9794
2008-10-09,1.321,16.9856
2008-10-10,1.3245,16.9918
2008-10-13,1.3346,17.0102
2008-10-14,1.338,17.0164
2008-10-15,1.3414,17.0225
2008-10-16,1.3447,17.0286
2008-10-17,1.348,17.0348
2008-10-20,1.358,17.053
2008-10-21,1.3613,17.0591
2008-10-22,1.3646,17.0652
2008-10-23,1.3679,17.0712
2008-10-24,1.3711,17.0772
2008-10-27,1.3809,17.0953
2008-10-28,1.3841,17.1013
2008-10-29,1.3873,17.1073
2008-10-30,1.3905,17.1133
2008-10-31,1.3937,17.1192
2008-11-03,1.4032,17.1371
2008-11-04,1.4064,17.143
2008-11-05,1.4095,17.1489
2008-11-06,1.4127,17.1548
2008-11-07,1.4158,17.1607
2008-11-10,1.4251,17.1783
2008-11-11,1.4282,17.1842
2008-11-12,1.4313,17.19
2008-11-13,1.4343,17.1959
2008-11-14,1.4374,17.2017
2008-11-17,1.4465,17.2191
2008-11-18,1.4495,17.2249
2008-11-19,1.4525,17.2307
2008-11-20,1.4555,17.2365
2008-11-21,1.4585,17.2422
2008-11-24,1.4674,17.2595
2008-11-25,1.4703,17.2652
2008-11-26,1.4733,17.2709
2008-11-27,1.4762,17.2766
2008-11-28,1.4791,17.2823
2008-12-01,1.4878,17.2993
2008-12-02,1.4907,17.305
2008-12-03,1.4936,17.3106
2008-12-04,1.4965,17.3162
2008-12-05,1.4993,17.3219
2008-12-08,1.5078,17.3387
2008-12-09,1.5106,17.3443
2008-12-10,1.5134,17.3499
2008-12-11,1.5162,17.3554
2008-12-12,1.519,17.361
2008-12-15,1.5274,17.3776
2008-12-16,1.5301,17.3832
2008-12-17,1.5329,17.3887
2008-12-18,1.5356,17.3942
2008-12-19,1.5383,17.3997
2008-12-22,1.5464,17.4161
2008-12-23,1.5491,17.4216
2008-12-24,1.5518,17.4271
2008-12-25,1.5545,17.4325
2008-12-26,1.5572,17.4379
2008-12-29,1.5651,17.4542
2008-12-30,1.5677,17.4596
2008-12-31,1.5704,17.465
2009-01-05,1.5833,17.4918
2009-01-06,1.5859,17.4972
2009-01-07,1.5885,17.5025
2009-01-08,1.591,17.5078
2009-01-09,1.5936,17.5132
2009-01-12,1.6011,17.5291
2009-01-13,1.6037,17.5343
2009-01-14,1.6062,17.5396
2009-01-15,1.6087,17.5449
2009-01-16,1.6111,17.5501
2009-01-19,1.6186,17.5659
2009-01-20,1.621,17.5711
2009-01-21,1.6235,17.5763
2009-01-22,1.6259,17.5815
2009-01-23,1.6283,17.5867
2009-02-02,1.6522,17.6383
2009-02-03,1.6545,17.6434
2009-02-04,1.6568,17.6485
2009-02-05,1.6592,17.6536
2009-02-06,1.6615,17.6587
2009-02-09,1.6684,17.6739
2009-02-10,1.6707,17.679
2009-02-11,1.673,17.684
2009-02-12,1.6752,17.6891
2009-02-13,1.6775,17.6941
2009-02-16,1.6842,17.7092
2009-02-17,1.6865,17.7142
2009-02-18,1.6887,17.7192
2009-02-19,1.6909,17.7242
2009-02-20,1.6931,17.7292
2009-02-23,1.6997,17.7441
2009-02-24,1.7019,17.749
2009-02-25,1.7041,17.754
2009-02-26,1.7062,17.7589
2009-02-27,1.7084,17.7638
2009-03-02,1.7148,17.7786
2009-03-03,1.7169,17.7835
2009-03-04,1.7191,17.7884
2009-03-05,1.7212,17.7933
2009-03-06,1.7233,17.7981
2009-03-09,1.7296,17.8127
2009-03-10,1.7316,17.8176
2009-03-11,1.7337,17.8224
2009-03-12,1.7358,17.8273
2009-03-13,1.7378,17.8321
2009-03-16,1.744,17.8466
2009-03-17,1.746,17.8514
2009-03-18,1.748,17.8561
2009-03-19,1.75,17.8609
2009-03-20,1.7521,17.8657
2009-03-23,1.758,17.88
2009-03-24,1.76,17.8848
2009-03-25,1.762,17.8895
2009-03-26,1.764,17.8943
2009-03-27,1.7659,17.899
