日期,支撑线,阻力线
2008-05-16,0.1525,14.0979
2008-05-23,0.1872,14.1536
2008-05-30,0.2214,14.2087
2008-06-06,0.2549,14.2632
2008-06-13,0.2878,14.3171
2008-06-20,0.32,14.3703
2008-06-27,0.3517,14.423
2008-07-04,0.3828,14.475
2008-07-11,0.4133,14.5265
2008-07-18,0.4433,14.5774
2008-07-25,0.4726,14.6278
2008-08-01,0.5015,14.6776
2008-08-08,0.5297,14.7268
2008-08-15,0.5575,14.7755
2008-08-22,0.5847,14.8237
2008-08-29,0.6113,14.8713
2008-09-05,0.6375,14.9185
2008-09-12,0.6632,14.9651
2008-09-19,0.6883,15.0112
2008-09-26,0.713,15.0569
2008-10-10,0.7609,15.1467
2008-10-17,0.7842,15.191
2008-10-24,0.807,15.2347
2008-10-31,0.8293,15.278
2008-11-07,0.8512,15.3209
2008-11-14,0.8727,15.3634
2008-11-21,0.8937,15.4054
2008-11-28,0.9144,15.447
2008-12-05,0.9346,15.4882
2008-12-12,0.9544,15.529
2008-12-19,0.9738,15.5693
2008-12-26,0.9929,15.6093
2008-12-31,1.0062,15.6377
2009-01-09,1.0298,15.6882
2009-01-16,1.0477,15.7271
2009-01-23,1.0653,15.7656
2009-02-06,1.0993,15.8416
2009-02-13,1.1159,15.8791
2009-02-20,1.1321,15.9163
2009-02-27,1.1479,15.9531
2009-03-06,1.1635,15.9896
2009-03-13,1.1787,16.0259
2009-03-20,1.1937,16.0618
2009-03-27,1.2083,16.0974
2009-04-03,1.2227,16.1327
2009-04-10,1.2367,16.1678
2009-04-17,1.2506,16.2025
2009-04-24,1.2641,16.237
2009-04-30,1.2755,16.2664
2009-05-08,1.2904,16.3053
2009-05-15,1.3031,16.339
2009-05-22,1.3157,16.3725
2009-05-27,1.3245,16.3963
2009-06-05,1.34,16.4388
2009-06-12,1.3519,16.4716
2009-06-19,1.3635,16.5042
2009-06-26,1.3749,16.5366
2009-07-03,1.3861,16.5688
2009-07-10,1.3971,16.6007
2009-07-17,1.4079,16.6325
2009-07-24,1.4185,16.6641
2009-07-31,1.429,16.6955
2009-08-07,1.4393,16.7268
2009-08-14,1.4494,16.7578
2009-08-21,1.4593,16.7888
2009-08-28,1.4691,16.8195
2009-09-04,1.4787,16.8501
2009-09-11,1.4882,16.8806
2009-09-18,1.4976,16.9109
2009-09-25,1.5068,16.9411
2009-09-30,1.5133,16.9626
2009-10-09,1.5248,17.0011
2009-10-16,1.5337,17.0309
2009-10-23,1.5424,17.0606
2009-10-30,1.551,17.0902
2009-11-06,1.5596,17.1197
2009-11-13,1.568,17.1491
2009-11-20,1.5763,17.1784
2009-11-27,1.5846,17.2076
2009-12-04,1.5928,17.2367
2009-12-11,1.6008,17.2658
2009-12-18,1.6089,17.2948
2009-12-25,1.6168,17.3237
2009-12-31,1.6236,17.3485
2010-01-08,1.6326,17.3814
2010-01-15,1.6404,17.4102
2010-01-22,1.6481,17.4389
2010-01-29,1.6558,17.4676
2010-02-05,1.6635,17.4962
2010-02-12,1.6712,17.5249
2010-02-26,1.6864,17.582
2010-03-05,1.694,17.6106
2010-03-12,1.7015,17.6391
2010-03-19,1.7091,17.6676
2010-03-26,1.7166,17.6961
2010-04-02,1.7242,17.7247
2010-04-09,1.7318,17.7532
2010-04-16,1.7393,17.7817
2010-04-23,1.7469,17.8103
2010-04-30,1.7545,17.8389
2010-05-07,1.7621,17.8675
2010-05-14,1.7698,17.8961
2010-05-21,1.7775,17.9248
2010-05-28,1.7852,17.9534
2010-06-04,1.793,17.9822
2010-06-11,1.8008,18.011
2010-06-18,1.8086,18.0398
2010-06-25,1.8165,18.0686
2010-07-02,1.8245,18.0976
2010-07-09,1.8325,18.1266
2010-07-16,1.8406,18.1556
2010-07-23,1.8487,18.1847
2010-07-30,1.857,18.2139
2010-08-06,1.8652,18.2432
2010-08-13,1.8736,18.2725
2010-08-20,1.8821,18.3019
2010-08-27,1.8906,18.3315
2010-09-03,1.8992,18.361
2010-09-10,1.908,18.3907
2010-09-17,1.9168,18.4205
2010-09-21,1.9219,18.4376
2010-09-30,1.9334,18.4761
2010-10-08,1.9438,18.5105
2010-10-15,1.9531,18.5407
2010-10-22,1.9624,18.571
2010-10-29,1.9719,18.6014
2010-11-05,1.9815,18.632
2010-11-12,1.9912,18.6627
2010-11-19,2.001,18.6935
2010-11-26,2.011,18.7244
2010-12-03,2.0211,18.7555
2010-12-10,2.0313,18.7867
2010-12-17,2.0417,18.818
2010-12-24,2.0522,18.8495
2010-12-31,2.0628,18.8811
2011-01-07,2.0736,18.9129
2011-01-14,2.0846,18.9448
2011-01-21,2.0957,18.9769
2011-01-28,2.1069,19.0091
2011-02-01,2.1134,19.0276
2011-02-11,2.1299,19.074
2011-02-17,2.14,19.1021
2011-02-25,2.1536,19.1396
2011-03-04,2.1656,19.1727
2011-03-11,2.1779,19.2059
2011-03-18,2.1903,19.2393
2011-03-25,2.2029,19.2729
2011-04-01,2.2157,19.3066
2011-04-08,2.2287,19.3405
2011-04-15,2.2418,19.3747
2011-04-22,2.2551,19.409
2011-04-29,2.2687,19.4434
2011-05-06,2.2824,19.4781
2011-05-13,2.2963,19.513
2011-05-20,2.3104,19.5481
2011-05-27,2.3247,19.5833
2011-06-03,2.3392,19.6188
2011-06-10,2.3539,19.6545
2011-06-17,2.3688,19.6904
2011-06-24,2.3839,19.7265
2011-07-01,2.3992,19.7627
2011-07-08,2.4148,19.7993
2011-07-15,2.4305,19.836
2011-07-22,2.4465,19.8729
2011-07-29,2.4627,19.9101
2011-08-05,2.4791,19.9474
2011-08-12,2.4957,19.985
2011-08-19,2.5125,20.0228
2011-08-26,2.5296,20.0609
2011-09-02,2.5469,20.0991
2011-09-09,2.5644,20.1376
2011-09-16,2.5821,20.1763
2011-09-23,2.6001,20.2153
2011-09-30,2.6183,20.2545
2011-10-14,2.6555,20.3335
2011-10-21,2.6744,20.3734
2011-10-28,2.6935,20.4135
2011-11-04,2.7129,20.4539
2011-11-11,2.7326,20.4945
2011-11-18,2.7525,20.5354
2011-11-25,2.7726,20.5765
2011-12-02,2.793,20.6178
2011-12-09,2.8136,20.6594
2011-12-16,2.8345,20.7013
2011-12-23,2.8556,20.7433
2011-12-30,2.877,20.7857
2012-01-06,2.8986,20.8283
2012-01-13,2.9205,20.8711
2012-01-20,2.9426,20.9142
2012-02-03,2.9877,21.0012
2012-02-10,3.0106,21.0451
2012-02-17,3.0337,21.0893
2012-02-24,3.0572,21.1337
2012-03-02,3.0809,21.1783
2012-03-09,3.1048,21.2232
2012-03-16,3.129,21.2684
2012-03-23,3.1535,21.3139
2012-03-30,3.1783,21.3596
2012-04-06,3.2033,21.4056
2012-04-13,3.2286,21.4518
2012-04-20,3.2541,21.4983
2012-04-26,3.2762,21.5384
2012-05-04,3.306,21.5922
2012-05-11,3.3324,21.6395
2012-05-18,3.359,21.6871
2012-05-25,3.3859,21.735
2012-06-01,3.4131,21.7831
2012-06-08,3.4405,21.8316
2012-06-15,3.4683,21.8802
2012-06-21,3.4922,21.9222
2012-06-29,3.5245,21.9785
2012-07-06,3.5531,22.028
2012-07-13,3.5819,22.0778
2012-07-20,3.611,22.1278
2012-07-27,3.6404,22.1782
2012-08-03,3.67,22.2288
2012-08-09,3.6957,22.2724
2012-08-24,3.7606,22.3823
2012-08-31,3.7914,22.4341
2012-09-07,3.8224,22.4861
2012-09-14,3.8538,22.5384
2012-09-21,3.8854,22.5909
2012-09-28,3.9173,22.6438
2012-10-12,3.9819,22.7503
2012-10-19,4.0146,22.804
2012-10-26,4.0476,22.858
2012-11-02,4.0809,22.9123
2012-11-09,4.1145,22.9668
2012-11-16,4.1483,23.0216
2012-11-23,4.1824,23.0767
2012-11-30,4.2168,23.1321
2012-12-07,4.2515,23.1878
2012-12-14,4.2865,23.2437
2012-12-21,4.3218,23.2999
2012-12-28,4.3573,23.3564
2013-01-04,4.3931,23.4132
2013-01-11,4.4292,23.4703
2013-01-18,4.4656,23.5276
2013-01-25,4.5023,23.5853
2013-02-01,4.5392,23.6432
2013-02-08,4.5764,23.7014
2013-02-22,4.6517,23.8186
2013-03-01,4.6898,23.8776
2013-03-08,4.7281,23.9369
2013-03-15,4.7667,23.9965
2013-03-22,4.8056,24.0564
2013-03-29,4.8448,24.1165
2013-04-03,4.873,24.1597
2013-04-12,4.924,24.2377
2013-04-19,4.964,24.2987
2013-04-26,5.0043,24.3599
2013-05-03,5.0449,24.4215
2013-05-10,5.0857,24.4833
2013-05-17,5.1268,24.5454
2013-05-24,5.1682,24.6077
2013-05-31,5.2099,24.6704
2013-06-07,5.2518,24.7333
2013-06-14,5.294,24.7964
2013-06-21,5.3365,24.8599
2013-06-28,5.3793,24.9236
2013-07-05,5.4223,24.9876
2013-07-12,5.4656,25.0519
2013-07-19,5.5092,25.1165
2013-07-26,5.5531,25.1813
2013-08-02,5.5972,25.2464
2013-08-09,5.6416,25.3117
2013-08-16,5.6862,25.3774
2013-08-23,5.7311,25.4432
2013-08-30,5.7763,25.5094
2013-09-06,5.8218,25.5758
2013-09-13,5.8675,25.6425
2013-09-18,5.9003,25.6903
2013-09-27,5.9597,25.7767
2013-09-30,5.9796,25.8056
2013-10-11,6.053,25.9119
2013-10-18,6.1001,25.9799
2013-10-25,6.1474,26.0482
2013-11-01,6.1949,26.1167
2013-11-08,6.2427,26.1855
2013-11-15,6.2908,26.2545
2013-11-22,6.3391,26.3238
2013-11-29,6.3877,26.3934
2013-12-06,6.4366,26.4632
2013-12-13,6.4856,26.5333
2013-12-20,6.535,26.6036
2013-12-27,6.5846,26.6742
2014-01-03,6.6344,26.745
2014-01-10,6.6845,26.8161
2014-01-17,6.7349,26.8874
2014-01-24,6.7855,26.9589
2014-01-30,6.8291,27.0205
2014-02-07,6.8874,27.1028
2014-02-14,6.9388,27.1751
2014-02-21,6.9904,27.2477
2014-02-28,7.0422,27.3205
2014-03-07,7.0942,27.3935
2014-03-14,7.1465,27.4668
2014-03-21,7.1991,27.5403
2014-03-28,7.2519,27.614
2014-04-04,7.3049,27.688
2014-04-11,7.3581,27.7623
2014-04-18,7.4116,27.8367
2014-04-25,7.4654,27.9114
2014-04-30,7.5039,27.9649
2014-05-09,7.5735,28.0615
2014-05-16,7.6279,28.1369
2014-05-23,7.6825,28.2125
2014-05-30,7.7374,28.2883
2014-06-06,7.7925,28.3644
2014-06-13,7.8478,28.4407
2014-06-20,7.9034,28.5172
2014-06-27,7.9591,28.5939
2014-07-04,8.0151,28.6709
2014-07-11,8.0713,28.748
2014-07-18,8.1277,28.8254
2014-07-25,8.1844,28.903
2014-08-01,8.2412,28.9809
2014-08-08,8.2983,29.0589
2014-08-15,8.3556,29.1371
2014-08-22,8.4131,29.2156
2014-08-29,8.4708,29.2943
2014-09-05,8.5287,29.3731
2014-09-12,8.5868,29.4522
2014-09-19,8.6451,29.5315
2014-09-26,8.7036,29.611
2014-09-30,8.7371,29.6565
2014-10-10,8.8213,29.7706
2014-10-17,8.8804,29.8507
2014-10-24,8.9397,29.931
2014-10-31,8.9992,30.0114
2014-11-06,9.0504,30.0806
2014-11-14,9.1188,30.173
2014-11-21,9.1789,30.2541
2014-11-28,9.2392,30.3353
2014-12-05,9.2997,30.4168
2014-12-12,9.3603,30.4984
2014-12-19,9.4212,30.5802
2014-12-26,9.4822,30.6622
2014-12-31,9.5259,30.7209
2015-01-09,9.6048,30.8267
2015-01-16,9.6664,30.9093
2015-01-23,9.7281,30.992
2015-01-30,9.7901,31.0749
2015-02-06,9.8521,31.158
2015-02-13,9.9144,31.2412
2015-02-17,9.9501,31.2888
2015-02-27,10.0395,31.4082
2015-03-06,10.1022,31.4919
2015-03-13,10.1652,31.5758
2015-03-20,10.2283,31.6599
2015-03-27,10.2916,31.7442
2015-04-03,10.355,31.8286
2015-04-10,10.4186,31.9131
2015-04-13,10.4459,31.9494
2015-04-30,10.6011,32.1556
2015-05-08,10.6745,32.2529
2015-05-15,10.7389,32.3383
2015-05-22,10.8034,32.4238
2015-05-29,10.8681,32.5094
2015-06-05,10.9329,32.5952
2015-06-12,10.9978,32.6811
2015-06-19,11.0629,32.7671
2015-06-26,11.1281,32.8533
2015-07-03,11.1935,32.9397
2015-07-07,11.2309,32.9891
2015-07-17,11.3247,33.1128
2015-07-24,11.3904,33.1995
2015-07-31,11.4564,33.2864
2015-08-07,11.5224,33.3734
2015-08-14,11.5886,33.4606
2015-08-21,11.6549,33.5478
2015-08-28,11.7213,33.6352
