日期,支撑线,阻力线
2008-05-16,1.7435,14.1382
2008-05-23,1.7742,14.1923
2008-05-30,1.8043,14.2457
2008-06-06,1.8338,14.2986
2008-06-13,1.8627,14.3509
2008-06-20,1.8911,14.4026
2008-06-27,1.9189,14.4537
2008-07-04,1.9462,14.5043
2008-07-11,1.9729,14.5544
2008-07-18,1.999,14.6039
2008-07-25,2.0247,14.6528
2008-08-01,2.0498,14.7013
2008-08-08,2.0744,14.7492
2008-08-15,2.0985,14.7967
2008-08-22,2.1221,14.8436
2008-08-29,2.1452,14.89
2008-09-05,2.1678,14.936
2008-09-12,2.1899,14.9815
2008-09-19,2.2116,15.0265
2008-09-26,2.2329,15.0711
2008-10-10,2.274,15.1589
2008-10-17,2.2939,15.2021
2008-10-24,2.3133,15.2449
2008-10-31,2.3324,15.2873
2008-11-07,2.351,15.3293
2008-11-14,2.3692,15.3709
2008-11-21,2.3871,15.412
2008-11-28,2.4045,15.4528
2008-12-05,2.4216,15.4932
2008-12-12,2.4383,15.5332
2008-12-19,2.4546,15.5729
2008-12-26,2.4705,15.6122
2008-12-31,2.4817,15.64
2009-01-09,2.5014,15.6897
2009-01-16,2.5163,15.728
2009-01-23,2.5309,15.7659
2009-02-06,2.559,15.8407
2009-02-13,2.5726,15.8777
2009-02-20,2.5859,15.9143
2009-02-27,2.599,15.9507
2009-03-06,2.6117,15.9867
2009-03-13,2.6241,16.0225
2009-03-20,2.6362,16.058
2009-03-27,2.6481,16.0932
2009-04-03,2.6597,16.1282
2009-04-10,2.6711,16.1628
2009-04-17,2.6822,16.1973
2009-04-24,2.693,16.2315
2009-04-30,2.7021,16.2606
2009-05-08,2.714,16.2991
2009-05-15,2.7241,16.3326
2009-05-22,2.734,16.3658
2009-05-27,2.741,16.3895
2009-06-05,2.7532,16.4317
2009-06-12,2.7625,16.4643
2009-06-19,2.7716,16.4968
2009-06-26,2.7805,16.529
2009-07-03,2.7892,16.561
2009-07-10,2.7977,16.5929
2009-07-17,2.806,16.6246
2009-07-24,2.8142,16.6561
2009-07-31,2.8222,16.6875
2009-08-07,2.8301,16.7186
2009-08-14,2.8378,16.7497
2009-08-21,2.8454,16.7806
2009-08-28,2.8528,16.8113
2009-09-04,2.86,16.842
2009-09-11,2.8672,16.8724
2009-09-18,2.8742,16.9028
2009-09-25,2.8811,16.9331
2009-09-30,2.886,16.9546
2009-10-09,2.8946,16.9932
2009-10-16,2.9012,17.0231
2009-10-23,2.9076,17.0529
2009-10-30,2.914,17.0827
2009-11-06,2.9203,17.1123
2009-11-13,2.9265,17.1418
2009-11-20,2.9326,17.1713
2009-11-27,2.9387,17.2007
2009-12-04,2.9447,17.23
2009-12-11,2.9506,17.2593
2009-12-18,2.9565,17.2885
2009-12-25,2.9623,17.3177
2009-12-31,2.9672,17.3426
2010-01-08,2.9738,17.3758
2010-01-15,2.9795,17.4048
2010-01-22,2.9851,17.4338
2010-01-29,2.9907,17.4628
2010-02-05,2.9963,17.4917
2010-02-12,3.0019,17.5206
2010-02-26,3.013,17.5784
2010-03-05,3.0185,17.6073
2010-03-12,3.024,17.6361
2010-03-19,3.0295,17.665
2010-03-26,3.0351,17.6939
2010-04-02,3.0406,17.7227
2010-04-09,3.0462,17.7516
2010-04-16,3.0517,17.7805
2010-04-23,3.0573,17.8095
2010-04-30,3.063,17.8384
2010-05-07,3.0686,17.8674
2010-05-14,3.0743,17.8964
2010-05-21,3.08,17.9255
2010-05-28,3.0858,17.9546
2010-06-04,3.0916,17.9838
2010-06-11,3.0974,18.013
2010-06-18,3.1033,18.0422
2010-06-25,3.1093,18.0715
2010-07-02,3.1153,18.1009
2010-07-09,3.1214,18.1303
2010-07-16,3.1276,18.1598
2010-07-23,3.1338,18.1894
2010-07-30,3.1401,18.2191
2010-08-06,3.1465,18.2488
2010-08-13,3.153,18.2786
2010-08-20,3.1596,18.3085
2010-08-27,3.1662,18.3385
2010-09-03,3.173,18.3686
2010-09-10,3.1798,18.3987
2010-09-17,3.1867,18.429
2010-09-21,3.1907,18.4464
2010-09-30,3.1999,18.4855
2010-10-08,3.2082,18.5205
2010-10-15,3.2155,18.5512
2010-10-22,3.223,18.582
2010-10-29,3.2306,18.613
2010-11-05,3.2384,18.644
2010-11-12,3.2462,18.6752
2010-11-19,3.2542,18.7065
2010-11-26,3.2623,18.738
2010-12-03,3.2705,18.7696
2010-12-10,3.2789,18.8013
2010-12-17,3.2875,18.8332
2010-12-24,3.2961,18.8652
2010-12-31,3.3049,18.8973
2011-01-07,3.3139,18.9296
2011-01-14,3.323,18.9621
2011-01-21,3.3323,18.9947
2011-01-28,3.3417,19.0275
2011-02-01,3.3472,19.0462
2011-02-11,3.361,19.0935
2011-02-17,3.3695,19.1219
2011-02-25,3.381,19.1601
2011-03-04,3.3913,19.1937
2011-03-11,3.4017,19.2275
2011-03-18,3.4123,19.2614
2011-03-25,3.423,19.2955
2011-04-01,3.434,19.3298
2011-04-08,3.4451,19.3643
2011-04-15,3.4564,19.3989
2011-04-22,3.4679,19.4338
2011-04-29,3.4796,19.4688
2011-05-06,3.4915,19.504
2011-05-13,3.5036,19.5394
2011-05-20,3.5158,19.575
2011-05-27,3.5283,19.6108
2011-06-03,3.541,19.6469
2011-06-10,3.5538,19.6831
2011-06-17,3.5669,19.7195
2011-06-24,3.5802,19.7561
2011-07-01,3.5937,19.7929
2011-07-08,3.6074,19.8299
2011-07-15,3.6213,19.8672
2011-07-22,3.6354,19.9046
2011-07-29,3.6497,19.9423
2011-08-05,3.6643,19.9802
2011-08-12,3.679,20.0183
2011-08-19,3.694,20.0566
2011-08-26,3.7092,20.0952
2011-09-02,3.7247,20.134
